X1,subid,list,game.order,trial.num,word,leftpic,rightpic,game,trial.type,leftpic.type,rightpic.type,side.chosen,pic.chosen,response,date,timestamp,rt,gender,age,language,response_numeric,log_rt,m_log_rt,sd_log_rt,reason_removed
26389,68,1,5,53,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,2/19/2019,17:52:00,2.697,M,65,english,1,0.9921400441575929,-0.30343137515179,0.375638819900667,bad_rt
26392,68,1,5,56,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,2/19/2019,17:52:00,0.233,M,65,english,1,-1.4567168254164364,-0.30343137515179,0.375638819900667,bad_rt
26399,68,1,5,63,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,2/19/2019,17:52:00,0.209,M,65,english,1,-1.565421027017326,-0.30343137515179,0.375638819900667,bad_rt
26490,69,2,6,2,flower_neg,flower_neg,flower_pos,negation,negative,target,distractor,R,flower_pos,N,2/19/2019,16:29:00,2.359,M,45,english,0,0.858237800425538,-0.30343137515179,0.375638819900667,bad_rt
26515,69,2,6,27,bicycle_neg,bicycle_pos,bicycle_neg,negation,negative,distractor,target,R,bicycle_neg,Y,2/19/2019,16:29:00,3.32,M,45,english,1,1.199964782928397,-0.30343137515179,0.375638819900667,bad_rt
26883,70,1,4,1,banana_control,banana_control,banana_foil,implicature,unambiguous,target,distractor,R,banana_foil,N,2/19/2019,14:31:00,8.293,M,25,English,0,2.1154117854690666,-0.30343137515179,0.375638819900667,bad_rt
27743,72,1,6,71,cat_neg,cat_neg,cat_pos,negation,negative,target,distractor,L,cat_neg,Y,2/19/2019,10:54:00,4.379,M,35,english,1,1.4768203878192612,-0.30343137515179,0.375638819900667,bad_rt
27981,72,2,4,85,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,R,bird_inhib,N,2/19/2019,10:57:00,0.233,M,35,english,0,-1.4567168254164364,-0.30343137515179,0.375638819900667,bad_rt
28175,73,2,3,5,lamp_neg,lamp_neg,lamp_pos,negation,negative,target,distractor,R,lamp_pos,N,2/19/2019,18:32:00,3.13,F,45,English,0,1.1410330045520618,-0.30343137515179,0.375638819900667,bad_rt
28176,73,2,3,6,bird_pos,bird_pos,bird_neg,negation,positive,target,distractor,L,bird_pos,Y,2/19/2019,18:32:00,4.278,F,45,English,1,1.4534856106602139,-0.30343137515179,0.375638819900667,bad_rt
28229,73,2,3,59,cat_pos,cat_neg,cat_pos,negation,positive,distractor,target,L,cat_neg,N,2/19/2019,18:32:00,5.176,F,45,English,0,1.6440325571985994,-0.30343137515179,0.375638819900667,bad_rt
28543,73,2,3,95,lamp_control,lamp_control,lamp_foil,implicature,unambiguous,target,distractor,L,lamp_control,Y,2/19/2019,18:32:00,3.059,F,45,English,1,1.1180880651687664,-0.30343137515179,0.375638819900667,bad_rt
29364,76,2,1,1,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,R,cup_pos,Y,2/19/2019,16:21:00,3.242,F,45,Telugu,1,1.1761904233134843,-0.30343137515179,0.375638819900667,bad_rt
29883,77,1,5,4,cookie_neg,cookie_neg,cookie_pos,negation,negative,target,distractor,L,cookie_neg,Y,2/19/2019,17:20:00,2.311,M,35,english,1,0.8376803312922436,-0.30343137515179,0.375638819900667,bad_rt
29884,77,1,5,5,car_neg,car_pos,car_neg,negation,negative,distractor,target,R,car_neg,Y,2/19/2019,17:20:00,3.888,M,35,english,1,1.3578948865981926,-0.30343137515179,0.375638819900667,bad_rt
29955,77,1,5,76,flower_pos,flower_neg,flower_pos,negation,positive,distractor,target,R,flower_pos,Y,2/19/2019,17:20:00,4.018,M,35,english,1,1.3907842663927426,-0.30343137515179,0.375638819900667,bad_rt
31279,80,2,3,54,dog_implic,dog_implic,dog_control,implicature,implicature,target,distractor,L,dog_implic,Y,2/19/2019,16:32:00,2.552,F,35,english,1,0.9368773654825434,-0.30343137515179,0.375638819900667,bad_rt
31600,81,2,5,15,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,2/19/2019,16:37:00,2.281,M,55,English,1,0.824613943302251,-0.30343137515179,0.375638819900667,bad_rt
450,2,1,2,108,banana_pos,banana_neg,banana_pos,negation,positive,distractor,target,L,banana_neg,N,2/19/2019,16:30:00,0.098,M,35,English,0,-2.322787800311565,NA,NA,bad_rt
454,2,1,2,112,cookie_neg,cookie_neg,cookie_pos,negation,negative,target,distractor,L,cookie_neg,Y,2/19/2019,16:30:00,0.0880000000000005,M,35,English,1,-2.430418464503925,NA,NA,bad_rt
455,2,1,2,113,bicycle_neg,bicycle_pos,bicycle_neg,negation,negative,distractor,target,R,bicycle_neg,Y,2/19/2019,16:30:00,0.0820000000000008,M,35,English,1,-2.501036031717874,NA,NA,bad_rt
631,2,1,2,46,banana_neg,banana_pos,banana_neg,negation,negative,distractor,target,R,banana_neg,Y,2/19/2019,16:30:00,0.040000000000001,M,35,English,1,-3.2188758248681757,NA,NA,bad_rt
634,2,1,2,49,cup_neg,cup_neg,cup_pos,negation,negative,target,distractor,L,cup_neg,Y,2/19/2019,16:30:00,0.16800000000000098,M,35,English,1,-1.7837912995788723,NA,NA,bad_rt
662,2,1,2,76,banana_control,banana_control,banana_foil,implicature,unambiguous,target,distractor,R,banana_foil,N,2/19/2019,16:30:00,0.091,M,35,English,0,-2.396895772465287,NA,NA,bad_rt
746,2,1,2,80,teddybear_neg,teddybear_pos,teddybear_neg,negation,negative,distractor,target,R,teddybear_neg,Y,2/19/2019,16:30:00,0.0499999999999977,M,35,English,1,-2.995732273554037,NA,NA,bad_rt
1017,3,1,4,71,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,2/16/2019,02:22:00,21.271,M,45,english,1,3.0573446426815134,NA,NA,bad_rt
1288,4,2,3,64,car_neg,car_neg,car_pos,negation,negative,target,distractor,L,car_neg,Y,2/19/2019,12:52:00,14.583,M,25,English,1,2.679856466731428,NA,NA,bad_rt
1435,4,2,3,91,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,2/19/2019,12:52:00,0.154,M,25,English,1,-1.870802676568508,NA,NA,bad_rt
1442,4,2,3,98,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,2/19/2019,12:52:00,0.14,M,25,English,1,-1.9661128563728327,NA,NA,bad_rt
1448,4,2,3,104,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,2/19/2019,12:52:00,0.078,M,25,English,1,-2.551046452292545,NA,NA,bad_rt
1473,4,2,3,129,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,L,lamp_inhib,N,2/19/2019,12:52:00,0.096,M,25,English,0,-2.3434070875143007,NA,NA,bad_rt
1481,4,2,3,137,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,R,bicycle_inhib,N,2/19/2019,12:52:00,0.183,M,25,English,0,-1.6982691261407161,NA,NA,bad_rt
1629,5,2,3,10,car_pos,car_pos,car_neg,negation,positive,target,distractor,L,car_pos,Y,2/19/2019,17:20:00,0.062,M,65,English,1,-2.7806208939370456,NA,NA,bad_rt
1856,5,2,3,117,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,R,cat_inhib,N,2/19/2019,17:20:00,0.019,M,65,English,0,-3.9633162998156966,NA,NA,bad_rt
1880,5,2,3,141,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,R,cup_inhib,N,2/19/2019,17:20:00,0.027,M,65,English,0,-3.611918412977808,NA,NA,bad_rt
2959,8,1,4,32,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,2/19/2019,16:19:00,0.018,M,45,English,1,-4.017383521085972,NA,NA,bad_rt
3196,9,1,2,80,bicycle_control,bicycle_control,bicycle_foil,implicature,unambiguous,target,distractor,R,bicycle_foil,N,2/19/2019,16:50:00,0.035,F,45,English,0,-3.3524072174927233,NA,NA,bad_rt
3958,11,2,1,5,lamp_neg,lamp_neg,lamp_pos,negation,negative,target,distractor,L,lamp_neg,Y,2/19/2019,11:08:00,0.0489999999999973,NA,35,english,1,-3.0159349808715654,NA,NA,bad_rt
3959,11,2,1,7,banana_pos,banana_neg,banana_pos,negation,positive,distractor,target,R,banana_pos,Y,2/19/2019,11:08:00,0.084,NA,35,english,1,-2.4769384801388235,NA,NA,bad_rt
3960,11,2,1,8,dog_pos,dog_neg,dog_pos,negation,positive,distractor,target,R,dog_pos,Y,2/19/2019,11:08:00,0.042,NA,35,english,1,-3.170085660698769,NA,NA,bad_rt
3961,11,2,1,9,apple_pos,apple_neg,apple_pos,negation,positive,distractor,target,R,apple_pos,Y,2/19/2019,11:08:00,0.067,NA,35,english,1,-2.703062659591171,NA,NA,bad_rt
3962,11,2,1,6,bird_neg,bird_pos,bird_neg,negation,negative,distractor,target,R,bird_neg,Y,2/19/2019,11:08:00,0.0919999999999998,NA,35,english,1,-2.385966701933099,NA,NA,bad_rt
3963,11,2,1,15,banana_pos,banana_pos,banana_neg,negation,positive,target,distractor,R,banana_neg,N,2/19/2019,11:08:00,0.05,NA,35,english,0,-2.995732273553991,NA,NA,bad_rt
3964,11,2,1,16,dog_neg,dog_pos,dog_neg,negation,negative,distractor,target,R,dog_neg,Y,2/19/2019,11:08:00,0.042,NA,35,english,1,-3.170085660698769,NA,NA,bad_rt
3965,11,2,1,17,bird_pos,bird_pos,bird_neg,negation,positive,target,distractor,R,bird_neg,N,2/19/2019,11:08:00,0.092,NA,35,english,0,-2.385966701933097,NA,NA,bad_rt
3966,11,2,1,18,bicycle_neg,bicycle_pos,bicycle_neg,negation,negative,distractor,target,R,bicycle_neg,Y,2/19/2019,11:08:00,0.09400000000000079,NA,35,english,1,-2.3644604967121245,NA,NA,bad_rt
3967,11,2,1,19,cup_pos,cup_pos,cup_neg,negation,positive,target,distractor,R,cup_neg,N,2/19/2019,11:08:00,0.043,NA,35,english,0,-3.146555163288575,NA,NA,bad_rt
3968,11,2,1,20,lamp_pos,lamp_pos,lamp_neg,negation,positive,target,distractor,R,lamp_neg,N,2/19/2019,11:08:00,0.098,NA,35,english,0,-2.322787800311565,NA,NA,bad_rt
3969,11,2,1,21,car_pos,car_pos,car_neg,negation,positive,target,distractor,R,car_neg,N,2/19/2019,11:08:00,0.052,NA,35,english,0,-2.9565115604007097,NA,NA,bad_rt
3970,11,2,1,22,cat_pos,cat_neg,cat_pos,negation,positive,distractor,target,R,cat_pos,Y,2/19/2019,11:08:00,0.061,NA,35,english,1,-2.796881414808826,NA,NA,bad_rt
3971,11,2,1,10,car_neg,car_neg,car_pos,negation,negative,target,distractor,R,car_pos,N,2/19/2019,11:08:00,0.0539999999999995,NA,35,english,0,-2.918771232417872,NA,NA,bad_rt
3972,11,2,1,11,teddybear_pos,teddybear_neg,teddybear_pos,negation,positive,distractor,target,R,teddybear_pos,Y,2/19/2019,11:08:00,0.058,NA,35,english,1,-2.8473122684357177,NA,NA,bad_rt
3973,11,2,1,12,cup_pos,cup_neg,cup_pos,negation,positive,distractor,target,R,cup_pos,Y,2/19/2019,11:08:00,0.053,NA,35,english,1,-2.9374633654300153,NA,NA,bad_rt
3974,11,2,1,13,apple_pos,apple_pos,apple_neg,negation,positive,target,distractor,R,apple_neg,N,2/19/2019,11:08:00,0.104,NA,35,english,0,-2.2633643798407643,NA,NA,bad_rt
3975,11,2,1,14,cookie_pos,cookie_neg,cookie_pos,negation,positive,distractor,target,R,cookie_pos,Y,2/19/2019,11:08:00,0.085,NA,35,english,1,-2.4651040224918206,NA,NA,bad_rt
3976,11,2,1,147,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,2/19/2019,11:08:00,0.02,NA,35,english,1,-3.912023005428146,NA,NA,bad_rt
3977,11,2,1,148,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,R,banana_inhib,N,2/19/2019,11:08:00,0.034,NA,35,english,0,-3.3813947543659757,NA,NA,bad_rt
3978,11,2,1,149,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,L,banana_inhib,N,2/19/2019,11:08:00,0.132,NA,35,english,0,-2.0249533563957662,NA,NA,bad_rt
3979,11,2,1,150,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,L,banana_inhib,N,2/19/2019,11:08:00,0.075,NA,35,english,0,-2.5902671654458267,NA,NA,bad_rt
3980,11,2,1,151,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,L,banana_inhib,N,2/19/2019,11:08:00,0.083,NA,35,english,0,-2.488914671185539,NA,NA,bad_rt
3981,11,2,1,152,banana_inhib,banana_pos,banana_inhib,inhibition,inhib,distractor,target,L,banana_pos,N,2/19/2019,11:08:00,0.083,NA,35,english,0,-2.488914671185539,NA,NA,bad_rt
3982,11,2,1,153,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,L,cookie_inhib,N,2/19/2019,11:08:00,0.068,NA,35,english,0,-2.6882475738060303,NA,NA,bad_rt
3983,11,2,1,154,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,L,cookie_inhib,N,2/19/2019,11:08:00,0.057,NA,35,english,0,-2.864704011147587,NA,NA,bad_rt
3984,11,2,1,155,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,2/19/2019,11:08:00,0.035,NA,35,english,1,-3.3524072174927233,NA,NA,bad_rt
3985,11,2,1,156,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,2/19/2019,11:08:00,0.052,NA,35,english,1,-2.9565115604007097,NA,NA,bad_rt
3986,11,2,1,157,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,R,cookie_inhib,N,2/19/2019,11:08:00,0.059,NA,35,english,0,-2.8302178350764176,NA,NA,bad_rt
3987,11,2,1,158,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,R,cookie_inhib,N,2/19/2019,11:08:00,0.091,NA,35,english,0,-2.396895772465287,NA,NA,bad_rt
3988,11,2,1,159,cookie_inhib,cookie_pos,cookie_inhib,inhibition,inhib,distractor,target,R,cookie_inhib,Y,2/19/2019,11:08:00,0.053,NA,35,english,1,-2.9374633654300153,NA,NA,bad_rt
3990,11,2,1,2,flower_pos,flower_pos,flower_neg,negation,positive,target,distractor,R,flower_neg,N,2/19/2019,11:08:00,0.029,NA,35,english,0,-3.540459448995663,NA,NA,bad_rt
3991,11,2,1,3,cat_neg,cat_neg,cat_pos,negation,negative,target,distractor,L,cat_neg,Y,2/19/2019,11:08:00,0.123000000000001,NA,35,english,1,-2.0955709236097113,NA,NA,bad_rt
3992,11,2,1,4,bicycle_neg,bicycle_pos,bicycle_neg,negation,negative,distractor,target,L,bicycle_pos,N,2/19/2019,11:08:00,0.0450000000000008,NA,35,english,0,-3.1010927892117994,NA,NA,bad_rt
3995,11,2,1,3,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,L,cup_inhib,N,2/19/2019,11:08:00,0.06,NA,35,english,0,-2.8134107167600364,NA,NA,bad_rt
3996,11,2,1,4,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,L,cup_inhib,N,2/19/2019,11:08:00,0.013,NA,35,english,0,-4.3428059215206005,NA,NA,bad_rt
3997,11,2,1,5,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,R,cup_inhib,N,2/19/2019,11:08:00,0.086,NA,35,english,0,-2.4534079827286295,NA,NA,bad_rt
3998,11,2,1,6,cup_inhib,cup_inhib,cup_pos,inhibition,inhib,target,distractor,L,cup_inhib,Y,2/19/2019,11:08:00,0.115,NA,35,english,1,-2.162823150618887,NA,NA,bad_rt
3999,11,2,1,7,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,R,bird_inhib,N,2/19/2019,11:08:00,0.107,NA,35,english,0,-2.234926444520231,NA,NA,bad_rt
4000,11,2,1,8,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,2/19/2019,11:08:00,0.016,NA,35,english,1,-4.135166556742356,NA,NA,bad_rt
4001,11,2,1,9,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,2/19/2019,11:08:00,0.017,NA,35,english,1,-4.074541934925921,NA,NA,bad_rt
4002,11,2,1,10,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,R,bird_inhib,N,2/19/2019,11:08:00,0.032,NA,35,english,0,-3.4420193761824103,NA,NA,bad_rt
4003,11,2,1,11,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,2/19/2019,11:08:00,0.019,NA,35,english,1,-3.9633162998156966,NA,NA,bad_rt
4004,11,2,1,12,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,R,bird_inhib,N,2/19/2019,11:08:00,0.02,NA,35,english,0,-3.912023005428146,NA,NA,bad_rt
4005,11,2,1,13,bird_inhib,bird_pos,bird_inhib,inhibition,inhib,distractor,target,R,bird_inhib,Y,2/19/2019,11:08:00,0.009,NA,35,english,1,-4.710530701645918,NA,NA,bad_rt
4006,11,2,1,14,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,2/19/2019,11:08:00,0.049,NA,35,english,1,-3.0159349808715104,NA,NA,bad_rt
4007,11,2,1,15,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,R,lamp_inhib,N,2/19/2019,11:08:00,0.036,NA,35,english,0,-3.3242363405260273,NA,NA,bad_rt
4008,11,2,1,16,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,2/19/2019,11:08:00,0.018,NA,35,english,1,-4.017383521085972,NA,NA,bad_rt
4009,11,2,1,17,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,R,lamp_inhib,N,2/19/2019,11:08:00,0.032,NA,35,english,0,-3.4420193761824103,NA,NA,bad_rt
4010,11,2,1,18,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,2/19/2019,11:08:00,0.019,NA,35,english,1,-3.9633162998156966,NA,NA,bad_rt
4011,11,2,1,19,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,R,lamp_inhib,N,2/19/2019,11:08:00,0.024,NA,35,english,0,-3.7297014486341915,NA,NA,bad_rt
4012,11,2,1,20,lamp_inhib,lamp_pos,lamp_inhib,inhibition,inhib,distractor,target,R,lamp_inhib,Y,2/19/2019,11:08:00,0.021,NA,35,english,1,-3.863232841258714,NA,NA,bad_rt
4013,11,2,1,21,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,R,cookie_inhib,N,2/19/2019,11:08:00,0.032,NA,35,english,0,-3.4420193761824103,NA,NA,bad_rt
4014,11,2,1,22,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,2/19/2019,11:08:00,0.034,NA,35,english,1,-3.3813947543659757,NA,NA,bad_rt
4015,11,2,1,23,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,2/19/2019,11:08:00,0.029,NA,35,english,1,-3.540459448995663,NA,NA,bad_rt
4016,11,2,1,24,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,R,cookie_inhib,N,2/19/2019,11:08:00,0.036,NA,35,english,0,-3.3242363405260273,NA,NA,bad_rt
4017,11,2,1,25,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,2/19/2019,11:08:00,0.033,NA,35,english,1,-3.4112477175156566,NA,NA,bad_rt
4018,11,2,1,26,cookie_inhib,cookie_inhib,cookie_pos,inhibition,inhib,target,distractor,R,cookie_pos,N,2/19/2019,11:08:00,0.023,NA,35,english,0,-3.7722610630529876,NA,NA,bad_rt
4019,11,2,1,27,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,2/19/2019,11:08:00,0.031,NA,35,english,1,-3.473768074496991,NA,NA,bad_rt
4020,11,2,1,28,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,2/19/2019,11:08:00,0.022,NA,35,english,1,-3.816712825623821,NA,NA,bad_rt
4021,11,2,1,29,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,R,flower_inhib,N,2/19/2019,11:08:00,0.04,NA,35,english,0,-3.2188758248682006,NA,NA,bad_rt
4022,11,2,1,30,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,R,flower_inhib,N,2/19/2019,11:08:00,0.021,NA,35,english,0,-3.863232841258714,NA,NA,bad_rt
4023,11,2,1,31,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,R,flower_inhib,N,2/19/2019,11:08:00,0.033,NA,35,english,0,-3.4112477175156566,NA,NA,bad_rt
4024,11,2,1,32,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,R,flower_inhib,N,2/19/2019,11:08:00,0.041,NA,35,english,0,-3.1941832122778293,NA,NA,bad_rt
4025,11,2,1,33,flower_inhib,flower_pos,flower_inhib,inhibition,inhib,distractor,target,R,flower_inhib,Y,2/19/2019,11:08:00,0.028,NA,35,english,1,-3.575550768806933,NA,NA,bad_rt
4026,11,2,1,34,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,2/19/2019,11:08:00,0.04,NA,35,english,1,-3.2188758248682006,NA,NA,bad_rt
4027,11,2,1,35,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,2/19/2019,11:08:00,0.035,NA,35,english,1,-3.3524072174927233,NA,NA,bad_rt
4028,11,2,1,36,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,R,cat_inhib,N,2/19/2019,11:08:00,0.023,NA,35,english,0,-3.7722610630529876,NA,NA,bad_rt
4029,11,2,1,37,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,2/19/2019,11:08:00,0.039,NA,35,english,1,-3.2441936328524905,NA,NA,bad_rt
4030,11,2,1,38,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,R,cat_inhib,N,2/19/2019,11:08:00,0.05,NA,35,english,0,-2.995732273553991,NA,NA,bad_rt
4031,11,2,1,39,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,2/19/2019,11:08:00,0.042,NA,35,english,1,-3.170085660698769,NA,NA,bad_rt
4032,11,2,1,40,cat_inhib,cat_inhib,cat_pos,inhibition,inhib,target,distractor,R,cat_pos,N,2/19/2019,11:08:00,0.043,NA,35,english,0,-3.146555163288575,NA,NA,bad_rt
4034,11,2,1,42,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,R,bicycle_inhib,N,2/19/2019,11:08:00,0.057,NA,35,english,0,-2.864704011147587,NA,NA,bad_rt
4035,11,2,1,43,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,2/19/2019,11:08:00,0.024,NA,35,english,1,-3.7297014486341915,NA,NA,bad_rt
4036,11,2,1,44,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,L,bicycle_inhib,N,2/19/2019,11:08:00,0.017,NA,35,english,0,-4.074541934925921,NA,NA,bad_rt
4037,11,2,1,45,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,2/19/2019,11:08:00,0.109,NA,35,english,1,-2.2164073967529934,NA,NA,bad_rt
4038,11,2,1,46,bicycle_inhib,bicycle_pos,bicycle_inhib,inhibition,inhib,distractor,target,R,bicycle_inhib,Y,2/19/2019,11:08:00,0.027,NA,35,english,1,-3.611918412977808,NA,NA,bad_rt
4039,11,2,1,47,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,2/19/2019,11:08:00,0.041,NA,35,english,1,-3.1941832122778293,NA,NA,bad_rt
4040,11,2,1,48,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,2/19/2019,11:08:00,0.035,NA,35,english,1,-3.3524072174927233,NA,NA,bad_rt
4041,11,2,1,49,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,R,banana_inhib,N,2/19/2019,11:08:00,0.075,NA,35,english,0,-2.5902671654458267,NA,NA,bad_rt
4042,11,2,1,50,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,R,banana_inhib,N,2/19/2019,11:08:00,0.083,NA,35,english,0,-2.488914671185539,NA,NA,bad_rt
4043,11,2,1,51,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,2/19/2019,11:08:00,0.06,NA,35,english,1,-2.8134107167600364,NA,NA,bad_rt
4044,11,2,1,52,banana_inhib,banana_inhib,banana_pos,inhibition,inhib,target,distractor,R,banana_pos,N,2/19/2019,11:08:00,0.084,NA,35,english,0,-2.4769384801388235,NA,NA,bad_rt
4045,11,2,1,53,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,2/19/2019,11:08:00,0.051,NA,35,english,1,-2.9759296462578115,NA,NA,bad_rt
4046,11,2,1,54,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,2/19/2019,11:08:00,0.027,NA,35,english,1,-3.611918412977808,NA,NA,bad_rt
4047,11,2,1,55,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,R,teddybear_inhib,N,2/19/2019,11:08:00,0.053,NA,35,english,0,-2.9374633654300153,NA,NA,bad_rt
4048,11,2,1,56,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,R,teddybear_inhib,N,2/19/2019,11:08:00,0.029,NA,35,english,0,-3.540459448995663,NA,NA,bad_rt
4049,11,2,1,57,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,R,teddybear_inhib,N,2/19/2019,11:08:00,0.053,NA,35,english,0,-2.9374633654300153,NA,NA,bad_rt
4050,11,2,1,58,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,2/19/2019,11:08:00,0.043,NA,35,english,1,-3.146555163288575,NA,NA,bad_rt
4051,11,2,1,59,teddybear_inhib,teddybear_pos,teddybear_inhib,inhibition,inhib,distractor,target,R,teddybear_inhib,Y,2/19/2019,11:08:00,0.052,NA,35,english,1,-2.9565115604007097,NA,NA,bad_rt
4052,11,2,1,60,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,2/19/2019,11:08:00,0.029,NA,35,english,1,-3.540459448995663,NA,NA,bad_rt
4053,11,2,1,61,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,2/19/2019,11:08:00,0.018,NA,35,english,1,-4.017383521085972,NA,NA,bad_rt
4054,11,2,1,62,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,R,dog_inhib,N,2/19/2019,11:08:00,0.047,NA,35,english,0,-3.0576076772720784,NA,NA,bad_rt
4055,11,2,1,63,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,R,dog_inhib,N,2/19/2019,11:08:00,0.052,NA,35,english,0,-2.9565115604007097,NA,NA,bad_rt
4056,11,2,1,64,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,2/19/2019,11:08:00,0.043,NA,35,english,1,-3.146555163288575,NA,NA,bad_rt
