X1,subid,list,game.order,trial.num,word,leftpic,rightpic,game,trial.type,leftpic.type,rightpic.type,side.chosen,pic.chosen,response,date,timestamp,rt,response_numeric,log_rt,m_log_rt,sd_log_rt
5717,14,1,6,45,teddybear_implic,teddybear_control,teddybear_implic,implicature,implicature,distractor,target,R,teddybear_implic,Y,7/24/2015,11:21:00,0.574,1,-0.5551258826625707,-0.23752603141136527,0.3746167648693195
5718,14,1,6,46,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,7/24/2015,11:21:00,0.569,1,-0.5638748448558062,-0.23752603141136527,0.3746167648693195
5719,14,1,6,47,dog_implic,dog_control,dog_implic,implicature,implicature,distractor,target,R,dog_implic,Y,7/24/2015,11:21:00,0.593,1,-0.5225608799844117,-0.23752603141136527,0.3746167648693195
5721,14,1,6,49,lamp_implic,lamp_control,lamp_implic,implicature,implicature,distractor,target,R,lamp_implic,Y,7/24/2015,11:21:00,0.839,1,-0.1755445725149309,-0.23752603141136527,0.3746167648693195
5722,14,1,6,50,car_implic,car_control,car_implic,implicature,implicature,distractor,target,R,car_implic,Y,7/24/2015,11:21:00,0.637,1,-0.45098562340997367,-0.23752603141136527,0.3746167648693195
5723,14,1,6,51,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,7/24/2015,11:21:00,0.717,1,-0.33267943838251673,-0.23752603141136527,0.3746167648693195
5724,14,1,6,52,banana_implic,banana_control,banana_implic,implicature,implicature,distractor,target,R,banana_implic,Y,7/24/2015,11:21:00,0.648,1,-0.4338645826298623,-0.23752603141136527,0.3746167648693195
5725,14,1,6,53,cookie_control,cookie_foil,cookie_control,implicature,unambiguous,distractor,target,L,cookie_foil,N,7/24/2015,11:21:00,0.548,0,-0.6014799920341214,-0.23752603141136527,0.3746167648693195
5726,14,1,6,54,dog_implic,dog_implic,dog_control,implicature,implicature,target,distractor,L,dog_implic,Y,7/24/2015,11:21:00,0.745,1,-0.29437106060257756,-0.23752603141136527,0.3746167648693195
5727,14,1,6,55,apple_implic,apple_implic,apple_control,implicature,implicature,target,distractor,R,apple_control,N,7/24/2015,11:21:00,0.666,0,-0.40646560844174784,-0.23752603141136527,0.3746167648693195
5728,14,1,6,56,bird_implic,bird_implic,bird_control,implicature,implicature,target,distractor,L,bird_implic,Y,7/24/2015,11:21:00,0.766,1,-0.26657310924154576,-0.23752603141136527,0.3746167648693195
5729,14,1,6,57,teddybear_implic,teddybear_control,teddybear_implic,implicature,implicature,distractor,target,R,teddybear_implic,Y,7/24/2015,11:21:00,0.506,1,-0.6812186096946715,-0.23752603141136527,0.3746167648693195
5730,14,1,6,58,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,7/24/2015,11:21:00,0.967,1,-0.033556783528842754,-0.23752603141136527,0.3746167648693195
5731,14,1,6,59,bicycle_control,bicycle_control,bicycle_foil,implicature,unambiguous,target,distractor,R,bicycle_foil,N,7/24/2015,11:21:00,0.563,0,-0.5744756508424468,-0.23752603141136527,0.3746167648693195
5732,14,1,6,60,cat_control,cat_control,cat_foil,implicature,unambiguous,target,distractor,L,cat_control,Y,7/24/2015,11:21:00,0.721,1,-0.327116141697188,-0.23752603141136527,0.3746167648693195
5733,14,1,6,61,flower_control,flower_control,flower_foil,implicature,unambiguous,target,distractor,L,flower_control,Y,7/24/2015,11:21:00,0.783,1,-0.2446225829913339,-0.23752603141136527,0.3746167648693195
5734,14,1,6,62,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,7/24/2015,11:21:00,0.839,1,-0.1755445725149309,-0.23752603141136527,0.3746167648693195
5735,14,1,6,63,cat_implic,cat_implic,cat_control,implicature,implicature,target,distractor,L,cat_implic,Y,7/24/2015,11:21:00,0.62,1,-0.4780358009429998,-0.23752603141136527,0.3746167648693195
5736,14,1,6,64,apple_implic,apple_control,apple_implic,implicature,implicature,distractor,target,R,apple_implic,Y,7/24/2015,11:21:00,0.496,1,-0.7011793522572096,-0.23752603141136527,0.3746167648693195
5737,14,1,6,65,car_control,car_control,car_foil,implicature,unambiguous,target,distractor,L,car_control,Y,7/24/2015,11:21:00,0.704,1,-0.3509769228240947,-0.23752603141136527,0.3746167648693195
5738,14,1,6,66,teddybear_implic,teddybear_control,teddybear_implic,implicature,implicature,distractor,target,R,teddybear_implic,Y,7/24/2015,11:21:00,0.494,1,-0.7052197617942145,-0.23752603141136527,0.3746167648693195
5739,14,1,6,67,lamp_implic,lamp_control,lamp_implic,implicature,implicature,distractor,target,L,lamp_control,N,7/24/2015,11:21:00,0.581,0,-0.5430045221302259,-0.23752603141136527,0.3746167648693195
5740,14,1,6,68,cookie_control,cookie_control,cookie_foil,implicature,unambiguous,target,distractor,L,cookie_control,Y,7/24/2015,11:21:00,0.79,1,-0.23572233352106983,-0.23752603141136527,0.3746167648693195
5741,14,1,6,69,bird_implic,bird_control,bird_implic,implicature,implicature,distractor,target,R,bird_implic,Y,7/24/2015,11:21:00,0.851,1,-0.16134315040876293,-0.23752603141136527,0.3746167648693195
5742,14,1,6,70,banana_control,banana_control,banana_foil,implicature,unambiguous,target,distractor,L,banana_control,Y,7/24/2015,11:21:00,0.844,1,-0.16960278438617998,-0.23752603141136527,0.3746167648693195
5743,14,1,6,71,cup_implic,cup_control,cup_implic,implicature,implicature,distractor,target,R,cup_implic,Y,7/24/2015,11:21:00,0.539,1,-0.6180397080731398,-0.23752603141136527,0.3746167648693195
5744,14,1,6,72,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,7/24/2015,11:21:00,0.719,1,-0.3298939212610904,-0.23752603141136527,0.3746167648693195
5745,14,1,6,73,apple_control,apple_foil,apple_control,implicature,unambiguous,distractor,target,R,apple_control,Y,7/24/2015,11:21:00,0.72,1,-0.3285040669720361,-0.23752603141136527,0.3746167648693195
5746,14,1,6,74,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,7/24/2015,11:21:00,0.621,1,-0.4764241970486583,-0.23752603141136527,0.3746167648693195
5747,14,1,6,75,lamp_control,lamp_foil,lamp_control,implicature,unambiguous,distractor,target,R,lamp_control,Y,7/24/2015,11:21:00,0.646,1,-0.43695577519953516,-0.23752603141136527,0.3746167648693195
5748,14,1,6,76,banana_control,banana_foil,banana_control,implicature,unambiguous,distractor,target,R,banana_control,Y,7/24/2015,11:21:00,0.866,1,-0.1438703704197019,-0.23752603141136527,0.3746167648693195
5749,14,1,6,77,cookie_control,cookie_foil,cookie_control,implicature,unambiguous,distractor,target,L,cookie_foil,N,7/24/2015,11:21:00,0.887,0,-0.11991029667255755,-0.23752603141136527,0.3746167648693195
5750,14,1,6,78,car_control,car_foil,car_control,implicature,unambiguous,distractor,target,R,car_control,Y,7/24/2015,11:21:00,0.637,1,-0.45098562340997367,-0.23752603141136527,0.3746167648693195
5751,14,1,6,79,cat_implic,cat_control,cat_implic,implicature,implicature,distractor,target,R,cat_implic,Y,7/24/2015,11:21:00,0.749,1,-0.2890162954649176,-0.23752603141136527,0.3746167648693195
5752,14,1,6,80,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,7/24/2015,11:21:00,0.582,1,-0.5412848312506993,-0.23752603141136527,0.3746167648693195
5753,14,1,6,81,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,7/24/2015,11:21:00,0.696,1,-0.3624056186477175,-0.23752603141136527,0.3746167648693195
5754,14,1,6,82,bird_control,bird_foil,bird_control,implicature,unambiguous,distractor,target,L,bird_foil,N,7/24/2015,11:21:00,0.543,0,-0.6106459590482015,-0.23752603141136527,0.3746167648693195
5755,14,1,6,83,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,7/24/2015,11:21:00,0.736,1,-0.3065251602532608,-0.23752603141136527,0.3746167648693195
5756,14,1,6,84,teddybear_control,teddybear_foil,teddybear_control,implicature,unambiguous,distractor,target,L,teddybear_foil,N,7/24/2015,11:21:00,0.83,0,-0.18632957819149348,-0.23752603141136527,0.3746167648693195
5757,14,1,6,85,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,7/24/2015,11:21:00,0.817,1,-0.20211618412213422,-0.23752603141136527,0.3746167648693195
5758,14,1,6,86,lamp_control,lamp_foil,lamp_control,implicature,unambiguous,distractor,target,R,lamp_control,Y,7/24/2015,11:21:00,0.606,1,-0.5008752929128226,-0.23752603141136527,0.3746167648693195
5759,14,1,6,87,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,7/24/2015,11:21:00,0.67,1,-0.40047756659712525,-0.23752603141136527,0.3746167648693195
5760,14,1,6,88,teddybear_control,teddybear_control,teddybear_foil,implicature,unambiguous,target,distractor,L,teddybear_control,Y,7/24/2015,11:21:00,0.657,1,-0.4200712604975265,-0.23752603141136527,0.3746167648693195
5761,14,1,6,89,bird_implic,bird_control,bird_implic,implicature,implicature,distractor,target,R,bird_implic,Y,7/24/2015,11:21:00,0.637,1,-0.45098562340997367,-0.23752603141136527,0.3746167648693195
5762,14,1,6,90,flower_control,flower_control,flower_foil,implicature,unambiguous,target,distractor,L,flower_control,Y,7/24/2015,11:21:00,2.229,1,0.8015530544037318,-0.23752603141136527,0.3746167648693195
5763,14,1,6,91,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,7/24/2015,11:21:00,0.865,1,-0.14502577205025774,-0.23752603141136527,0.3746167648693195
5764,14,1,6,92,cookie_implic,cookie_implic,cookie_control,implicature,implicature,target,distractor,L,cookie_implic,Y,7/24/2015,11:21:00,0.525,1,-0.6443570163905132,-0.23752603141136527,0.3746167648693195
5765,14,1,6,93,cat_control,cat_foil,cat_control,implicature,unambiguous,distractor,target,R,cat_control,Y,7/24/2015,11:21:00,0.637,1,-0.45098562340997367,-0.23752603141136527,0.3746167648693195
5766,14,1,6,94,banana_control,banana_control,banana_foil,implicature,unambiguous,target,distractor,L,banana_control,Y,7/24/2015,11:21:00,1.033,1,0.03246719013750141,-0.23752603141136527,0.3746167648693195
5767,14,1,6,95,apple_control,apple_control,apple_foil,implicature,unambiguous,target,distractor,R,apple_foil,N,7/24/2015,11:21:00,0.492,0,-0.709276562489829,-0.23752603141136527,0.3746167648693195
5768,14,1,6,96,car_control,car_control,car_foil,implicature,unambiguous,target,distractor,L,car_control,Y,7/24/2015,11:21:00,0.7,1,-0.35667494393873245,-0.23752603141136527,0.3746167648693195
5769,14,1,6,97,banana_implic,banana_control,banana_implic,implicature,implicature,distractor,target,L,banana_control,N,7/24/2015,11:21:00,0.68,0,-0.3856624808119846,-0.23752603141136527,0.3746167648693195
5770,14,1,6,98,apple_control,apple_foil,apple_control,implicature,unambiguous,distractor,target,R,apple_control,Y,7/24/2015,11:21:00,0.874,1,-0.1346749033266016,-0.23752603141136527,0.3746167648693195
5771,14,1,6,99,lamp_control,lamp_control,lamp_foil,implicature,unambiguous,target,distractor,L,lamp_control,Y,7/24/2015,11:21:00,0.597,1,-0.515838165589535,-0.23752603141136527,0.3746167648693195
5772,14,1,6,100,bicycle_control,bicycle_foil,bicycle_control,implicature,unambiguous,distractor,target,R,bicycle_control,Y,7/24/2015,11:21:00,0.679,1,-0.3871341514234409,-0.23752603141136527,0.3746167648693195
5773,14,1,6,101,dog_implic,dog_control,dog_implic,implicature,implicature,distractor,target,R,dog_implic,Y,7/24/2015,11:21:00,1.016,1,0.015873349156290163,-0.23752603141136527,0.3746167648693195
5774,14,1,6,102,bird_implic,bird_implic,bird_control,implicature,implicature,target,distractor,L,bird_implic,Y,7/24/2015,11:21:00,0.521,1,-0.6520052372287701,-0.23752603141136527,0.3746167648693195
5775,14,1,6,103,teddybear_implic,teddybear_control,teddybear_implic,implicature,implicature,distractor,target,R,teddybear_implic,Y,7/24/2015,11:21:00,0.571,1,-0.5603660693261269,-0.23752603141136527,0.3746167648693195
5776,14,1,6,104,cookie_control,cookie_control,cookie_foil,implicature,unambiguous,target,distractor,L,cookie_control,Y,7/24/2015,11:21:00,0.62,1,-0.4780358009429998,-0.23752603141136527,0.3746167648693195
5777,14,1,6,106,car_control,car_foil,car_control,implicature,unambiguous,distractor,target,R,car_control,Y,7/24/2015,11:21:00,0.64,1,-0.4462871026284195,-0.23752603141136527,0.3746167648693195
5778,14,1,6,105,flower_control,flower_control,flower_foil,implicature,unambiguous,target,distractor,L,flower_control,Y,7/24/2015,11:21:00,0.724,1,-0.3229638865964207,-0.23752603141136527,0.3746167648693195
5779,14,1,6,107,cup_control,cup_control,cup_foil,implicature,unambiguous,target,distractor,L,cup_control,Y,7/24/2015,11:21:00,0.738,1,-0.30381145438166457,-0.23752603141136527,0.3746167648693195
5780,14,1,6,108,cat_control,cat_control,cat_foil,implicature,unambiguous,target,distractor,L,cat_control,Y,7/24/2015,11:21:00,0.755,1,-0.28103752973311236,-0.23752603141136527,0.3746167648693195
5781,14,1,6,109,bicycle_control,bicycle_control,bicycle_foil,implicature,unambiguous,target,distractor,L,bicycle_control,Y,7/24/2015,11:21:00,0.695,1,-0.363843433417345,-0.23752603141136527,0.3746167648693195
5782,14,1,6,110,teddybear_control,teddybear_foil,teddybear_control,implicature,unambiguous,distractor,target,R,teddybear_control,Y,7/24/2015,11:21:00,0.833,1,-0.1827216368152944,-0.23752603141136527,0.3746167648693195
5783,14,1,6,111,cookie_implic,cookie_implic,cookie_control,implicature,implicature,target,distractor,L,cookie_implic,Y,7/24/2015,11:21:00,0.534,1,-0.6273594400219421,-0.23752603141136527,0.3746167648693195
5784,14,1,6,112,apple_implic,apple_implic,apple_control,implicature,implicature,target,distractor,R,apple_control,N,7/24/2015,11:21:00,0.603,0,-0.5058380822549516,-0.23752603141136527,0.3746167648693195
5785,14,1,6,113,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,7/24/2015,11:21:00,0.782,1,-0.24590053843682594,-0.23752603141136527,0.3746167648693195
5786,14,1,6,114,cat_implic,cat_implic,cat_control,implicature,implicature,target,distractor,L,cat_implic,Y,7/24/2015,11:21:00,0.518,1,-0.657780036722654,-0.23752603141136527,0.3746167648693195
5787,14,1,6,115,banana_implic,banana_control,banana_implic,implicature,implicature,distractor,target,L,banana_control,N,7/24/2015,11:21:00,0.587,0,-0.5327304591540407,-0.23752603141136527,0.3746167648693195
5788,14,1,6,116,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,7/24/2015,11:21:00,0.805,1,-0.21691300156357363,-0.23752603141136527,0.3746167648693195
5789,14,1,6,117,car_implic,car_implic,car_control,implicature,implicature,target,distractor,L,car_implic,Y,7/24/2015,11:21:00,0.567,1,-0.5673959752543851,-0.23752603141136527,0.3746167648693195
5790,14,1,6,118,bird_implic,bird_control,bird_implic,implicature,implicature,distractor,target,R,bird_implic,Y,7/24/2015,11:21:00,0.524,1,-0.6462635946610948,-0.23752603141136527,0.3746167648693195
5791,14,1,6,119,dog_implic,dog_control,dog_implic,implicature,implicature,distractor,target,L,dog_control,N,7/24/2015,11:21:00,0.557,0,-0.5851900390548529,-0.23752603141136527,0.3746167648693195
5792,14,1,6,120,lamp_control,lamp_control,lamp_foil,implicature,unambiguous,target,distractor,L,lamp_control,Y,7/24/2015,11:21:00,0.625,1,-0.4700036292457356,-0.23752603141136527,0.3746167648693195
5793,14,1,6,2,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,11:21:00,0.355,1,-1.0356374895067213,-0.23752603141136527,0.3746167648693195
5794,14,1,6,1,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,11:21:00,0.719,1,-0.3298939212610904,-0.23752603141136527,0.3746167648693195
5795,14,1,6,3,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/24/2015,11:21:00,0.438,1,-0.8255363686056909,-0.23752603141136527,0.3746167648693195
5796,14,1,6,4,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/24/2015,11:21:00,0.349,1,-1.05268335677971,-0.23752603141136527,0.3746167648693195
5797,14,1,6,5,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,11:21:00,0.376,1,-0.9781661355922425,-0.23752603141136527,0.3746167648693195
5798,14,1,6,6,apple_inhib,apple_inhib,apple_pos,inhibition,inhib,target,distractor,L,apple_inhib,Y,7/24/2015,11:21:00,0.589,1,-0.5293290953305504,-0.23752603141136527,0.3746167648693195
5799,14,1,6,7,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,11:21:00,0.671,1,-0.3989861420104552,-0.23752603141136527,0.3746167648693195
5800,14,1,6,8,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,11:21:00,0.408,1,-0.8964881045779755,-0.23752603141136527,0.3746167648693195
5801,14,1,6,9,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,11:21:00,0.356,1,-1.0328245481301066,-0.23752603141136527,0.3746167648693195
5802,14,1,6,10,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,11:21:00,0.426,1,-0.8533159327127666,-0.23752603141136527,0.3746167648693195
5803,14,1,6,11,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,11:21:00,0.412,1,-0.8867319296326107,-0.23752603141136527,0.3746167648693195
5804,14,1,6,12,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,11:21:00,0.425,1,-0.8556661100577202,-0.23752603141136527,0.3746167648693195
5805,14,1,6,13,car_inhib,car_inhib,car_pos,inhibition,inhib,target,distractor,R,car_pos,N,7/24/2015,11:21:00,0.447,0,-0.8051966843685682,-0.23752603141136527,0.3746167648693195
5806,14,1,6,14,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/24/2015,11:21:00,0.663,1,-0.4109802887962745,-0.23752603141136527,0.3746167648693195
5807,14,1,6,15,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,11:21:00,0.547,1,-0.6033064765601558,-0.23752603141136527,0.3746167648693195
5808,14,1,6,16,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/24/2015,11:21:00,0.656,1,-0.42159449003804794,-0.23752603141136527,0.3746167648693195
5809,14,1,6,17,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/24/2015,11:21:00,0.399,1,-0.9187938620922735,-0.23752603141136527,0.3746167648693195
5810,14,1,6,18,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,11:21:00,0.477,1,-0.7402387880937958,-0.23752603141136527,0.3746167648693195
5811,14,1,6,19,dog_inhib,dog_inhib,dog_pos,inhibition,inhib,target,distractor,L,dog_inhib,Y,7/24/2015,11:21:00,0.553,1,-0.5923972774598022,-0.23752603141136527,0.3746167648693195
5812,14,1,6,20,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,11:21:00,0.605,1,-0.5025268209512956,-0.23752603141136527,0.3746167648693195
5813,14,1,6,21,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/24/2015,11:21:00,0.397,1,-0.9238189982949466,-0.23752603141136527,0.3746167648693195
5814,14,1,6,22,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,11:21:00,0.377,1,-0.9755100915341263,-0.23752603141136527,0.3746167648693195
5815,14,1,6,23,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,11:21:00,0.437,1,-0.8278220838865469,-0.23752603141136527,0.3746167648693195
5816,14,1,6,24,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,11:21:00,0.422,1,-0.8627499649461253,-0.23752603141136527,0.3746167648693195
5817,14,1,6,25,teddybear_inhib,teddybear_inhib,teddybear_pos,inhibition,inhib,target,distractor,L,teddybear_inhib,Y,7/24/2015,11:21:00,0.539,1,-0.6180397080731398,-0.23752603141136527,0.3746167648693195
5818,14,1,6,26,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,7/24/2015,11:21:00,0.648,1,-0.4338645826298623,-0.23752603141136527,0.3746167648693195
5819,14,1,6,27,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,R,banana_inhib,N,7/24/2015,11:21:00,0.544,0,-0.6088060321261943,-0.23752603141136527,0.3746167648693195
5820,14,1,6,28,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.564,1,-0.5727010274840783,-0.23752603141136527,0.3746167648693195
5821,14,1,6,29,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.455,1,-0.7874578600311866,-0.23752603141136527,0.3746167648693195
5822,14,1,6,30,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.598,1,-0.5141645250315053,-0.23752603141136527,0.3746167648693195
5823,14,1,6,31,banana_inhib,banana_pos,banana_inhib,inhibition,inhib,distractor,target,R,banana_inhib,Y,7/24/2015,11:21:00,0.77,1,-0.2613647641344075,-0.23752603141136527,0.3746167648693195
5824,14,1,6,32,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.738,1,-0.30381145438166457,-0.23752603141136527,0.3746167648693195
5825,14,1,6,33,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.394,1,-0.9314043696842031,-0.23752603141136527,0.3746167648693195
5826,14,1,6,34,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.379,1,-0.9702190738997107,-0.23752603141136527,0.3746167648693195
5827,14,1,6,35,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,0.565,1,-0.5709295478356962,-0.23752603141136527,0.3746167648693195
5828,14,1,6,36,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,0.414,1,-0.8818893051568227,-0.23752603141136527,0.3746167648693195
5829,14,1,6,37,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.576,1,-0.5516476182862459,-0.23752603141136527,0.3746167648693195
5830,14,1,6,38,bicycle_inhib,bicycle_pos,bicycle_inhib,inhibition,inhib,distractor,target,R,bicycle_inhib,Y,7/24/2015,11:21:00,0.533,1,-0.6292338548162925,-0.23752603141136527,0.3746167648693195
5831,14,1,6,39,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,11:21:00,0.893,1,-0.11316869810563798,-0.23752603141136527,0.3746167648693195
5832,14,1,6,40,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,R,cat_inhib,N,7/24/2015,11:21:00,0.383,0,-0.959720289801491,-0.23752603141136527,0.3746167648693195
5833,14,1,6,41,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,7/24/2015,11:21:00,0.482,1,-0.7298111649315367,-0.23752603141136527,0.3746167648693195
5834,14,1,6,42,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,7/24/2015,11:21:00,0.382,1,-0.9623346703755619,-0.23752603141136527,0.3746167648693195
5835,14,1,6,43,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,7/24/2015,11:21:00,0.487,1,-0.7194911558995473,-0.23752603141136527,0.3746167648693195
5836,14,1,6,44,cat_inhib,cat_pos,cat_inhib,inhibition,inhib,distractor,target,R,cat_inhib,Y,7/24/2015,11:21:00,0.583,1,-0.5395680926316447,-0.23752603141136527,0.3746167648693195
5837,14,1,6,45,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,11:21:00,0.56,1,-0.579818495252942,-0.23752603141136527,0.3746167648693195
5838,14,1,6,46,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/24/2015,11:21:00,0.393,1,-0.9339456671128757,-0.23752603141136527,0.3746167648693195
5839,14,1,6,47,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,11:21:00,0.393,1,-0.9339456671128757,-0.23752603141136527,0.3746167648693195
5840,14,1,6,48,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/24/2015,11:21:00,0.435,1,-0.8324092478934529,-0.23752603141136527,0.3746167648693195
5841,14,1,6,49,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/24/2015,11:21:00,0.603,1,-0.5058380822549516,-0.23752603141136527,0.3746167648693195
5842,14,1,6,50,flower_inhib,flower_inhib,flower_pos,inhibition,inhib,target,distractor,L,flower_inhib,Y,7/24/2015,11:21:00,0.748,1,-0.2903523010076598,-0.23752603141136527,0.3746167648693195
5843,14,1,6,51,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,L,cookie_inhib,N,7/24/2015,11:21:00,0.505,0,-0.6831968497067772,-0.23752603141136527,0.3746167648693195
5844,14,1,6,52,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.563,1,-0.5744756508424468,-0.23752603141136527,0.3746167648693195
5845,14,1,6,53,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.357,1,-1.030019497202498,-0.23752603141136527,0.3746167648693195
5846,14,1,6,54,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,0.646,1,-0.43695577519953516,-0.23752603141136527,0.3746167648693195
5847,14,1,6,55,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.403,1,-0.908818717035454,-0.23752603141136527,0.3746167648693195
5848,14,1,6,56,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.442,1,-0.816445396904439,-0.23752603141136527,0.3746167648693195
5849,14,1,6,57,cookie_inhib,cookie_inhib,cookie_pos,inhibition,inhib,target,distractor,L,cookie_inhib,Y,7/24/2015,11:21:00,0.573,1,-0.5568695622673976,-0.23752603141136527,0.3746167648693195
5850,14,1,6,58,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,7/24/2015,11:21:00,0.708,1,-0.34531118528841737,-0.23752603141136527,0.3746167648693195
5851,14,1,6,59,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,0.331,1,-1.1056369036050742,-0.23752603141136527,0.3746167648693195
