X1,subid,list,game.order,trial.num,word,leftpic,rightpic,game,trial.type,leftpic.type,rightpic.type,side.chosen,pic.chosen,response,date,timestamp,rt,age,agegroup,gender,english,response_numeric,log_rt,m_log_rt,sd_log_rt
5031,111515_1,1,6,29,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,11/15/2015,12:16:00,0.943,5.32,5,F,100,1,-0.05868899634867961,0.34839901594443556,0.5220063149724423
5032,111515_1,1,6,50,car_implic,car_control,car_implic,implicature,implicature,distractor,target,R,car_implic,Y,11/15/2015,12:16:00,2.185,5.32,5,F,100,1,0.7816158285475535,0.34839901594443556,0.5220063149724423
5033,111515_1,1,6,51,flower_control,flower_control,flower_foil,implicature,unambiguous,target,distractor,L,flower_control,Y,11/15/2015,12:16:00,1.639,5.32,5,F,100,1,0.49408629976169266,0.34839901594443556,0.5220063149724423
5034,111515_1,1,6,48,apple_control,apple_foil,apple_control,implicature,unambiguous,distractor,target,R,apple_control,Y,11/15/2015,12:16:00,1.764,5.32,5,F,100,1,0.5675839575845996,0.34839901594443556,0.5220063149724423
5035,111515_1,1,6,69,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,11/15/2015,12:16:00,1.267,5.32,5,F,100,1,0.23665190133900194,0.34839901594443556,0.5220063149724423
5036,111515_1,1,6,28,bird_neg,bird_pos,bird_neg,negation,negative,distractor,target,L,bird_pos,N,11/15/2015,12:16:00,1.373,5.32,5,F,100,0,0.316998126785834,0.34839901594443556,0.5220063149724423
5037,111515_1,1,6,31,apple_pos,apple_pos,apple_neg,negation,positive,target,distractor,L,apple_pos,Y,11/15/2015,12:16:00,1.306,5.32,5,F,100,1,0.26696903085423934,0.34839901594443556,0.5220063149724423
5038,111515_1,1,6,11,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,11/15/2015,12:16:00,1.347,5.32,5,F,100,1,0.2978798974282269,0.34839901594443556,0.5220063149724423
5039,111515_1,1,6,34,bicycle_neg,bicycle_neg,bicycle_pos,negation,negative,target,distractor,R,bicycle_pos,N,11/15/2015,12:16:00,1.679,5.32,5,F,100,0,0.5181983780954038,0.34839901594443556,0.5220063149724423
5040,111515_1,1,6,27,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,11/15/2015,12:16:00,1.016,5.32,5,F,100,1,0.015873349156290163,0.34839901594443556,0.5220063149724423
5041,111515_1,1,6,20,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,11/15/2015,12:16:00,1.314,5.32,5,F,100,1,0.2730759200624188,0.34839901594443556,0.5220063149724423
5042,111515_1,1,6,14,bicycle_neg,bicycle_pos,bicycle_neg,negation,negative,distractor,target,L,bicycle_pos,N,11/15/2015,12:16:00,1.989,5.32,5,F,100,0,0.6876319998718352,0.34839901594443556,0.5220063149724423
5043,111515_1,1,6,10,car_implic,car_control,car_implic,implicature,implicature,distractor,target,R,car_implic,Y,11/15/2015,12:16:00,1.61,5.32,5,F,100,1,0.4762341789963717,0.34839901594443556,0.5220063149724423
5044,111515_1,1,6,68,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,11/15/2015,12:16:00,1.553,5.32,5,F,100,1,0.44018854416654996,0.34839901594443556,0.5220063149724423
5045,111515_1,1,6,54,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,11/15/2015,12:16:00,1.124,5.32,5,F,100,1,0.11689375147149943,0.34839901594443556,0.5220063149724423
5046,111515_1,1,6,21,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,11/15/2015,12:16:00,1.186,5.32,5,F,100,1,0.17058630057553367,0.34839901594443556,0.5220063149724423
5047,111515_1,1,6,32,cup_neg,cup_neg,cup_pos,negation,negative,target,distractor,R,cup_pos,N,11/15/2015,12:16:00,1.572,5.32,5,F,100,0,0.45234869400701483,0.34839901594443556,0.5220063149724423
5048,111515_1,1,6,31,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,11/15/2015,12:16:00,1.177,5.32,5,F,100,1,0.16296882827813972,0.34839901594443556,0.5220063149724423
5049,111515_1,1,6,24,car_pos,car_neg,car_pos,negation,positive,distractor,target,R,car_pos,Y,11/15/2015,12:16:00,1.595,5.32,5,F,100,1,0.4668737362368079,0.34839901594443556,0.5220063149724423
5050,111515_1,1,6,29,teddybear_neg,teddybear_pos,teddybear_neg,negation,negative,distractor,target,L,teddybear_pos,N,11/15/2015,12:16:00,1.466,5.32,5,F,100,0,0.38253760346445975,0.34839901594443556,0.5220063149724423
5051,111515_1,1,6,26,banana_pos,banana_neg,banana_pos,negation,positive,distractor,target,R,banana_pos,Y,11/15/2015,12:16:00,1.219,5.32,5,F,100,1,0.19803085049913455,0.34839901594443556,0.5220063149724423
5052,111515_1,1,6,22,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,11/15/2015,12:16:00,0.888,5.32,5,F,100,1,-0.11878353598996698,0.34839901594443556,0.5220063149724423
5053,111515_1,1,6,67,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,11/15/2015,12:16:00,2.51,5.32,5,F,100,1,0.9202827531436925,0.34839901594443556,0.5220063149724423
5054,111515_1,1,6,53,cookie_control,cookie_control,cookie_foil,implicature,unambiguous,target,distractor,L,cookie_control,Y,11/15/2015,12:16:00,2.521,5.32,5,F,100,1,0.9246556482057827,0.34839901594443556,0.5220063149724423
5055,111515_1,1,6,52,banana_control,banana_foil,banana_control,implicature,unambiguous,distractor,target,R,banana_control,Y,11/15/2015,12:16:00,2.122,5.32,5,F,100,1,0.7523590401917913,0.34839901594443556,0.5220063149724423
5056,111515_1,1,6,30,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,11/15/2015,12:16:00,0.996,5.32,5,F,100,1,-0.004008021397538822,0.34839901594443556,0.5220063149724423
5057,111515_1,1,6,28,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,11/15/2015,12:16:00,1.267,5.32,5,F,100,1,0.23665190133900194,0.34839901594443556,0.5220063149724423
5058,111515_1,1,6,21,teddybear_pos,teddybear_neg,teddybear_pos,negation,positive,distractor,target,R,teddybear_pos,Y,11/15/2015,12:16:00,1.355,5.32,5,F,100,1,0.3038014543316642,0.34839901594443556,0.5220063149724423
5059,111515_1,1,6,23,banana_pos,banana_pos,banana_neg,negation,positive,target,distractor,L,banana_pos,Y,11/15/2015,12:16:00,1.081,5.32,5,F,100,1,0.0778865386570712,0.34839901594443556,0.5220063149724423
5060,111515_1,1,6,24,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,L,teddybear_inhib,N,11/15/2015,12:16:00,1.903,5.32,5,F,100,0,0.6434315883140125,0.34839901594443556,0.5220063149724423
5061,111515_1,1,6,16,cat_neg,cat_neg,cat_pos,negation,negative,target,distractor,R,cat_pos,N,11/15/2015,12:16:00,1.111,5.32,5,F,100,0,0.10526051065749294,0.34839901594443556,0.5220063149724423
5062,111515_1,1,6,17,lamp_pos,lamp_neg,lamp_pos,negation,positive,distractor,target,R,lamp_pos,Y,11/15/2015,12:16:00,1.256,5.32,5,F,100,1,0.22793206804600694,0.34839901594443556,0.5220063149724423
5063,111515_1,1,6,23,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,11/15/2015,12:16:00,0.634,5.32,5,F,100,1,-0.4557063245449111,0.34839901594443556,0.5220063149724423
5064,111515_1,1,6,19,bird_neg,bird_pos,bird_neg,negation,negative,distractor,target,L,bird_pos,N,11/15/2015,12:16:00,1.087,5.32,5,F,100,0,0.08342160813907236,0.34839901594443556,0.5220063149724423
5065,111515_1,1,6,27,cat_pos,cat_pos,cat_neg,negation,positive,target,distractor,L,cat_pos,Y,11/15/2015,12:16:00,1.396,5.32,5,F,100,1,0.33361100434018065,0.34839901594443556,0.5220063149724423
5066,111515_1,1,6,26,teddybear_inhib,teddybear_pos,teddybear_inhib,inhibition,inhib,distractor,target,R,teddybear_inhib,Y,11/15/2015,12:16:00,1.22,5.32,5,F,100,1,0.19885085874516517,0.34839901594443556,0.5220063149724423
5067,111515_1,1,6,20,cup_neg,cup_pos,cup_neg,negation,negative,distractor,target,L,cup_pos,N,11/15/2015,12:16:00,1.938,5.32,5,F,100,0,0.6616565134685745,0.34839901594443556,0.5220063149724423
5068,111515_1,1,6,25,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,11/15/2015,12:16:00,1.967,5.32,5,F,100,1,0.676509539406922,0.34839901594443556,0.5220063149724423
5069,111515_1,1,6,18,apple_neg,apple_neg,apple_pos,negation,negative,target,distractor,R,apple_pos,N,11/15/2015,12:16:00,1.289,5.32,5,F,100,0,0.2538667239570503,0.34839901594443556,0.5220063149724423
5070,111515_2,2,4,6,apple_implic,apple_control,apple_implic,implicature,implicature,distractor,target,R,apple_implic,Y,11/15/2015,12:38:00,2.424,4.64,4,F,75,1,0.885419068207068,0.34839901594443556,0.5220063149724423
5071,111515_2,2,4,4,teddybear_control,teddybear_foil,teddybear_control,implicature,unambiguous,distractor,target,R,teddybear_control,Y,11/15/2015,12:38:00,1.981,4.64,4,F,75,1,0.6836017677164139,0.34839901594443556,0.5220063149724423
5072,111515_2,2,4,5,bird_control,bird_foil,bird_control,implicature,unambiguous,distractor,target,R,bird_control,Y,11/15/2015,12:38:00,1.837,4.64,4,F,75,1,0.6081338062329886,0.34839901594443556,0.5220063149724423
5073,111515_2,2,4,65,dog_inhib,dog_inhib,dog_pos,inhibition,inhib,target,distractor,L,dog_inhib,Y,11/15/2015,12:38:00,0.508,4.64,4,F,75,1,-0.6772738314036552,0.34839901594443556,0.5220063149724423
5074,111515_2,2,4,25,lamp_pos,lamp_neg,lamp_pos,negation,positive,distractor,target,L,lamp_neg,N,11/15/2015,12:38:00,0.546,4.64,4,F,75,0,-0.6051363032372319,0.34839901594443556,0.5220063149724423
5076,111515_2,2,4,64,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,L,dog_inhib,N,11/15/2015,12:38:00,0.466,4.64,4,F,75,0,-0.7635696448564911,0.34839901594443556,0.5220063149724423
5077,111515_2,2,4,3,cup_control,cup_foil,cup_control,implicature,unambiguous,distractor,target,L,cup_foil,N,11/15/2015,12:38:00,1.632,4.64,4,F,75,0,0.4898062565419152,0.34839901594443556,0.5220063149724423
5078,111515_2,2,4,62,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,11/15/2015,12:38:00,0.756,4.64,4,F,75,1,-0.27971390280260405,0.34839901594443556,0.5220063149724423
5079,111515_2,2,4,8,cookie_implic,cookie_control,cookie_implic,implicature,implicature,distractor,target,R,cookie_implic,Y,11/15/2015,12:38:00,3.265,4.64,4,F,75,1,1.1832597627283945,0.34839901594443556,0.5220063149724423
5080,111515_2,2,4,40,banana_implic,banana_control,banana_implic,implicature,implicature,distractor,target,R,banana_implic,Y,11/15/2015,12:38:00,2.269,4.64,4,F,75,1,0.8193392057977047,0.34839901594443556,0.5220063149724423
5081,111515_2,2,4,22,cat_pos,cat_neg,cat_pos,negation,positive,distractor,target,R,cat_pos,Y,11/15/2015,12:38:00,0.449,4.64,4,F,75,1,-0.8007323912398827,0.34839901594443556,0.5220063149724423
5082,111515_2,2,4,44,cat_implic,cat_control,cat_implic,implicature,implicature,distractor,target,R,cat_implic,Y,11/15/2015,12:38:00,2.454,4.64,4,F,75,1,0.8977193462887197,0.34839901594443556,0.5220063149724423
5084,111515_2,2,4,67,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,11/15/2015,12:38:00,0.843,4.64,4,F,75,1,-0.17078832098028163,0.34839901594443556,0.5220063149724423
5085,111515_2,2,4,63,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,L,dog_inhib,N,11/15/2015,12:38:00,0.523,4.64,4,F,75,0,-0.6481738149172142,0.34839901594443556,0.5220063149724423
5086,111515_2,2,4,7,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,11/15/2015,12:38:00,1.915,4.64,4,F,75,1,0.6497176226326093,0.34839901594443556,0.5220063149724423
5087,111515_2,2,4,66,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,11/15/2015,12:38:00,2.056,4.64,4,F,75,1,0.7207623475929187,0.34839901594443556,0.5220063149724423
5088,111515_2,2,4,41,lamp_implic,lamp_implic,lamp_control,implicature,implicature,target,distractor,L,lamp_implic,Y,11/15/2015,12:38:00,3.283,4.64,4,F,75,1,1.1887576385194556,0.34839901594443556,0.5220063149724423
5089,111515_2,2,4,30,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,R,flower_inhib,N,11/15/2015,12:38:00,0.599,4.64,4,F,75,0,-0.5124936808666878,0.34839901594443556,0.5220063149724423
5090,111515_2,2,4,39,cat_inhib,cat_pos,cat_inhib,inhibition,inhib,distractor,target,R,cat_inhib,Y,11/15/2015,12:38:00,2.131,4.64,4,F,75,1,0.75659135311648,0.34839901594443556,0.5220063149724423
5091,111515_2,2,4,2,bicycle_control,bicycle_control,bicycle_foil,implicature,unambiguous,target,distractor,R,bicycle_foil,N,11/15/2015,12:38:00,2.751,4.64,4,F,75,0,1.0119644819424374,0.34839901594443556,0.5220063149724423
5092,111515_2,2,4,45,bird_control,bird_foil,bird_control,implicature,unambiguous,distractor,target,R,bird_control,Y,11/15/2015,12:38:00,3.698,4.64,4,F,75,1,1.3077921329649331,0.34839901594443556,0.5220063149724423
5093,111515_2,2,4,46,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,11/15/2015,12:38:00,1.394,4.64,4,F,75,1,0.3321773123383321,0.34839901594443556,0.5220063149724423
5094,111515_2,2,4,42,apple_control,apple_control,apple_foil,implicature,unambiguous,target,distractor,L,apple_control,Y,11/15/2015,12:38:00,1.84,4.64,4,F,75,1,0.6097655716208943,0.34839901594443556,0.5220063149724423
5095,111515_2,2,4,21,car_pos,car_pos,car_neg,negation,positive,target,distractor,L,car_pos,Y,11/15/2015,12:38:00,0.798,4.64,4,F,75,1,-0.22564668153232822,0.34839901594443556,0.5220063149724423
5096,111515_2,2,4,70,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,R,car_inhib,N,11/15/2015,12:38:00,0.784,4.64,4,F,75,0,-0.24334625863172918,0.34839901594443556,0.5220063149724423
5097,111515_2,2,4,13,apple_control,apple_control,apple_foil,implicature,unambiguous,target,distractor,L,apple_control,Y,11/15/2015,12:38:00,2.074,4.64,4,F,75,1,0.7294791098073355,0.34839901594443556,0.5220063149724423
5098,111515_2,2,4,68,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,11/15/2015,12:38:00,0.512,4.64,4,F,75,1,-0.6694306539426292,0.34839901594443556,0.5220063149724423
5099,111515_2,2,4,9,banana_control,banana_control,banana_foil,implicature,unambiguous,target,distractor,L,banana_control,Y,11/15/2015,12:38:00,1.805,4.64,4,F,75,1,0.5905605917848442,0.34839901594443556,0.5220063149724423
5100,111515_2,2,4,43,cookie_implic,cookie_implic,cookie_control,implicature,implicature,target,distractor,L,cookie_implic,Y,11/15/2015,12:38:00,1.634,4.64,4,F,75,1,0.49103099643781106,0.34839901594443556,0.5220063149724423
5101,111515_2,2,4,19,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,11/15/2015,12:38:00,1.69,4.64,4,F,75,1,0.5247285289349821,0.34839901594443556,0.5220063149724423
5102,111515_2,2,4,13,apple_neg,apple_pos,apple_neg,negation,negative,distractor,target,R,apple_neg,Y,11/15/2015,12:38:00,2.085,4.64,4,F,75,1,0.7347688552507647,0.34839901594443556,0.5220063149724423
5103,111515_2,2,4,14,dog_control,dog_control,dog_foil,implicature,unambiguous,target,distractor,L,dog_control,Y,11/15/2015,12:38:00,1.783,4.64,4,F,75,1,0.5782973388810033,0.34839901594443556,0.5220063149724423
5104,111515_2,2,4,36,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,11/15/2015,12:38:00,2.122,4.64,4,F,75,1,0.7523590401917913,0.34839901594443556,0.5220063149724423
5105,111515_2,2,4,69,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,11/15/2015,12:38:00,0.834,4.64,4,F,75,1,-0.18152187662339034,0.34839901594443556,0.5220063149724423
5106,111515_2,2,4,17,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,R,lamp_inhib,N,11/15/2015,12:38:00,0.529,4.64,4,F,75,0,-0.6367668471238376,0.34839901594443556,0.5220063149724423
5107,111515_2,2,4,47,dog_implic,dog_control,dog_implic,implicature,implicature,distractor,target,R,dog_implic,Y,11/15/2015,12:38:00,1.985,4.64,4,F,75,1,0.6856189141391538,0.34839901594443556,0.5220063149724423
5108,111515_2,2,4,48,bicycle_implic,bicycle_control,bicycle_implic,implicature,implicature,distractor,target,R,bicycle_implic,Y,11/15/2015,12:38:00,5.329,4.64,4,F,75,1,1.673163603314645,0.34839901594443556,0.5220063149724423
5110,111515_2,2,4,39,car_control,car_control,car_foil,implicature,unambiguous,target,distractor,L,car_control,Y,11/15/2015,12:38:00,3.387,4.64,4,F,75,1,1.2199445738356347,0.34839901594443556,0.5220063149724423
5111,111515_2,2,4,11,car_implic,car_control,car_implic,implicature,implicature,distractor,target,R,car_implic,Y,11/15/2015,12:38:00,2.083,4.64,4,F,75,1,0.7338091622788351,0.34839901594443556,0.5220063149724423
5112,111515_2,2,4,1,cat_control,cat_foil,cat_control,implicature,unambiguous,distractor,target,L,cat_foil,N,11/15/2015,12:38:00,4.3,4.64,4,F,75,0,1.4586150226995167,0.34839901594443556,0.5220063149724423
5113,111515_2,2,4,19,cup_neg,cup_neg,cup_pos,negation,negative,target,distractor,L,cup_neg,Y,11/15/2015,12:38:00,0.875000000000001,4.64,4,F,75,1,-0.1335313926245215,0.34839901594443556,0.5220063149724423
5114,111515_2,2,4,37,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,11/15/2015,12:38:00,1.035,4.64,4,F,75,1,0.03440142671733232,0.34839901594443556,0.5220063149724423
5115,111515_2,2,4,40,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,11/15/2015,12:38:00,1.515,4.64,4,F,75,1,0.4154154389613324,0.34839901594443556,0.5220063149724423
5116,111515_2,2,4,14,cookie_pos,cookie_pos,cookie_neg,negation,positive,target,distractor,L,cookie_pos,Y,11/15/2015,12:38:00,1.175,4.64,4,F,75,1,0.16126814759612232,0.34839901594443556,0.5220063149724423
5117,111515_2,2,4,27,bicycle_neg,bicycle_pos,bicycle_neg,negation,negative,distractor,target,L,bicycle_pos,N,11/15/2015,12:38:00,0.442000000000001,4.64,4,F,75,0,-0.8164453969044366,0.34839901594443556,0.5220063149724423
5118,111515_2,2,4,28,dog_pos,dog_pos,dog_neg,negation,positive,target,distractor,L,dog_pos,Y,11/15/2015,12:38:00,0.844,4.64,4,F,75,1,-0.16960278438617998,0.34839901594443556,0.5220063149724423
5119,111515_2,2,4,26,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,11/15/2015,12:38:00,0.864,4.64,4,F,75,1,-0.14618251017808145,0.34839901594443556,0.5220063149724423
5122,111515_2,2,4,12,lamp_control,lamp_control,lamp_foil,implicature,unambiguous,target,distractor,R,lamp_foil,N,11/15/2015,12:38:00,1.903,4.64,4,F,75,0,0.6434315883140125,0.34839901594443556,0.5220063149724423
5123,111515_2,2,4,29,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,R,flower_inhib,N,11/15/2015,12:38:00,1.057,4.64,4,F,75,0,0.055434706888100524,0.34839901594443556,0.5220063149724423
5124,111515_2,2,4,37,teddybear_control,teddybear_foil,teddybear_control,implicature,unambiguous,distractor,target,R,teddybear_control,Y,11/15/2015,12:38:00,2.03,4.64,4,F,75,1,0.7080357930536959,0.34839901594443556,0.5220063149724423
5125,111515_2,2,4,72,car_inhib,car_pos,car_inhib,inhibition,inhib,distractor,target,R,car_inhib,Y,11/15/2015,12:38:00,1.651,4.64,4,F,75,1,0.501381164937991,0.34839901594443556,0.5220063149724423
5126,111515_2,2,4,31,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,L,flower_inhib,N,11/15/2015,12:38:00,1.092,4.64,4,F,75,0,0.08801087732271337,0.34839901594443556,0.5220063149724423
5127,111515_2,2,4,20,lamp_pos,lamp_neg,lamp_pos,negation,positive,distractor,target,L,lamp_neg,N,11/15/2015,12:38:00,0.741,4.64,4,F,75,0,-0.2997546536860502,0.34839901594443556,0.5220063149724423
5128,111515_2,2,4,18,bicycle_pos,bicycle_neg,bicycle_pos,negation,positive,distractor,target,L,bicycle_neg,N,11/15/2015,12:38:00,1.249,4.64,4,F,75,0,0.2223432311434407,0.34839901594443556,0.5220063149724423
5129,111515_2,2,4,42,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,11/15/2015,12:38:00,1.193,4.64,4,F,75,1,0.1764711431157791,0.34839901594443556,0.5220063149724423
5130,111515_2,2,4,43,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,L,bicycle_inhib,N,11/15/2015,12:38:00,1.432,4.64,4,F,75,0,0.3590720685384538,0.34839901594443556,0.5220063149724423
5131,111515_2,2,4,44,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,11/15/2015,12:38:00,0.729,4.64,4,F,75,1,-0.31608154697347896,0.34839901594443556,0.5220063149724423
5132,111515_2,2,4,29,cup_neg,cup_pos,cup_neg,negation,negative,distractor,target,L,cup_pos,N,11/15/2015,12:38:00,0.723000000000001,4.64,4,F,75,0,-0.32434605682337103,0.34839901594443556,0.5220063149724423
5133,111515_2,2,4,10,flower_control,flower_foil,flower_control,implicature,unambiguous,distractor,target,R,flower_control,Y,11/15/2015,12:38:00,1.874,4.64,4,F,75,1,0.6280751838162305,0.34839901594443556,0.5220063149724423
5134,111515_2,2,4,27,cookie_inhib,cookie_inhib,cookie_pos,inhibition,inhib,target,distractor,L,cookie_inhib,Y,11/15/2015,12:38:00,1.058,4.64,4,F,75,1,0.05638033343610769,0.34839901594443556,0.5220063149724423
5135,111515_2,2,4,61,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,L,dog_inhib,N,11/15/2015,12:38:00,1.986,4.64,4,F,75,0,0.6861225656229808,0.34839901594443556,0.5220063149724423
5136,111515_2,2,4,38,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,11/15/2015,12:38:00,3.913,4.64,4,F,75,1,1.3643043432282753,0.34839901594443556,0.5220063149724423
5137,111515_2,2,4,25,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,R,cookie_inhib,N,11/15/2015,12:38:00,0.721,4.64,4,F,75,0,-0.327116141697188,0.34839901594443556,0.5220063149724423
5138,111515_2,2,4,13,bird_inhib,bird_pos,bird_inhib,inhibition,inhib,distractor,target,R,bird_inhib,Y,11/15/2015,12:38:00,1.243,4.64,4,F,75,1,0.21752781252857414,0.34839901594443556,0.5220063149724423
5139,111515_2,2,4,14,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,11/15/2015,12:38:00,1.692,4.64,4,F,75,1,0.5259112611840315,0.34839901594443556,0.5220063149724423
5140,111515_2,2,4,74,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,L,apple_inhib,N,11/15/2015,12:38:00,0.955,4.64,4,F,75,0,-0.046043938501406846,0.34839901594443556,0.5220063149724423
5141,111515_2,2,4,15,cup_control,cup_foil,cup_control,implicature,unambiguous,distractor,target,R,cup_control,Y,11/15/2015,12:38:00,2.681,4.64,4,F,75,1,0.9861898592538223,0.34839901594443556,0.5220063149724423
5142,111515_2,2,4,38,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,R,cat_inhib,N,11/15/2015,12:38:00,1.187,4.64,4,F,75,0,0.17142911562753102,0.34839901594443556,0.5220063149724423
5143,111515_2,2,4,17,bicycle_control,bicycle_foil,bicycle_control,implicature,unambiguous,distractor,target,L,bicycle_foil,N,11/15/2015,12:38:00,1.574,4.64,4,F,75,0,0.45362014999521155,0.34839901594443556,0.5220063149724423
5144,111515_2,2,4,20,lamp_inhib,lamp_pos,lamp_inhib,inhibition,inhib,distractor,target,R,lamp_inhib,Y,11/15/2015,12:38:00,1.873,4.64,4,F,75,1,0.6275414234619514,0.34839901594443556,0.5220063149724423
5145,111515_2,2,4,45,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,11/15/2015,12:38:00,0.354,4.64,4,F,75,1,-1.0384583658483626,0.34839901594443556,0.5220063149724423
5146,111515_2,2,4,49,bird_control,bird_foil,bird_control,implicature,unambiguous,distractor,target,R,bird_control,Y,11/15/2015,12:38:00,2.27,4.64,4,F,75,1,0.8197798314933114,0.34839901594443556,0.5220063149724423
5147,111515_2,2,4,23,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,11/15/2015,12:38:00,1.187,4.64,4,F,75,1,0.17142911562753102,0.34839901594443556,0.5220063149724423
5148,111515_2,2,4,28,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,11/15/2015,12:38:00,1.419,4.64,4,F,75,1,0.34995239817790563,0.34839901594443556,0.5220063149724423
5149,111515_2,2,4,71,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,11/15/2015,12:38:00,0.448,4.64,4,F,75,1,-0.8029620465671519,0.34839901594443556,0.5220063149724423
5151,111515_2,2,4,31,cookie_pos,cookie_pos,cookie_neg,negation,positive,target,distractor,L,cookie_pos,Y,11/15/2015,12:38:00,0.9,4.64,4,F,75,1,-0.10536051565782628,0.34839901594443556,0.5220063149724423
5152,111515_2,2,4,50,flower_control,flower_control,flower_foil,implicature,unambiguous,target,distractor,L,flower_control,Y,11/15/2015,12:38:00,2.447,4.64,4,F,75,1,0.8948627844605347,0.34839901594443556,0.5220063149724423
5153,111515_2,2,4,15,banana_neg,banana_neg,banana_pos,negation,negative,target,distractor,L,banana_neg,Y,11/15/2015,12:38:00,0.463000000000001,4.64,4,F,75,1,-0.7700282248959007,0.34839901594443556,0.5220063149724423
5154,111515_2,2,4,16,dog_neg,dog_neg,dog_pos,negation,negative,target,distractor,L,dog_neg,Y,11/15/2015,12:38:00,1.306,4.64,4,F,75,1,0.26696903085423934,0.34839901594443556,0.5220063149724423
5155,111515_2,2,4,18,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,11/15/2015,12:38:00,0.793,4.64,4,F,75,1,-0.23193205734728903,0.34839901594443556,0.5220063149724423
5156,111515_2,2,4,16,teddybear_implic,teddybear_implic,teddybear_control,implicature,implicature,target,distractor,L,teddybear_implic,Y,11/15/2015,12:38:00,2.283,4.64,4,F,75,1,0.8254903675476585,0.34839901594443556,0.5220063149724423
5157,111515_2,2,4,18,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,11/15/2015,12:38:00,1.631,4.64,4,F,75,1,0.4891933236388768,0.34839901594443556,0.5220063149724423
