"","subid","list","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","rt","agegroup"
"3147","111115_9",1,55,"apple_implic","apple_control","apple_implic","implicature","implicature","distractor","target","R","apple_implic","Y",1881,6
"3148","111115_9",1,58,"cup_implic","cup_implic","cup_control","implicature","implicature","target","distractor","L","cup_implic","Y",2411,6
"3149","111115_9",1,38,"flower_pos","flower_neg","flower_pos","negation","positive","distractor","target","R","flower_pos","Y",2170,6
"3150","111115_9",1,39,"cat_pos","cat_pos","cat_neg","negation","positive","target","distractor","L","cat_pos","Y",962,6
"3151","111115_9",1,40,"car_neg","car_pos","car_neg","negation","negative","distractor","target","R","car_neg","Y",1155,6
"3152","111115_9",1,52,"banana_implic","banana_control","banana_implic","implicature","implicature","distractor","target","R","banana_implic","Y",848,6
"3153","111115_9",1,59,"bicycle_implic","bicycle_implic","bicycle_control","implicature","implicature","target","distractor","L","bicycle_implic","Y",1737,6
"3154","111115_9",1,13,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y",2131,6
"3155","111115_9",1,47,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y",600,6
"3156","111115_9",1,48,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y",674,6
"3157","111115_9",1,53,"cookie_control","cookie_foil","cookie_control","implicature","unambiguous","distractor","target","R","cookie_control","Y",1667,6
"3158","111115_9",1,17,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","L","lamp_pos","N",1161,6
"3159","111115_9",1,60,"cat_implic","cat_control","cat_implic","implicature","implicature","distractor","target","R","cat_implic","Y",1388,6
"3160","111115_9",1,1,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y",1253,6
"3161","111115_9",1,16,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y",1507,6
"3162","111115_9",1,6,"cup_pos","cup_pos","cup_neg","negation","positive","target","distractor","L","cup_pos","Y",1784,6
"3163","111115_9",1,18,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","R","apple_pos","Y",1009,6
"3164","111115_9",1,54,"dog_control","dog_control","dog_foil","implicature","unambiguous","target","distractor","L","dog_control","Y",1754,6
"3165","111115_9",1,51,"flower_implic","flower_control","flower_implic","implicature","implicature","distractor","target","R","flower_implic","Y",2311,6
"3166","111115_9",1,71,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y",1284,6
"3167","111115_9",1,72,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y",1167,6
"3168","111115_9",1,73,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y",1242,6
"3169","111115_9",1,74,"cup_inhib","cup_pos","cup_inhib","inhibition","inhib","distractor","target","R","cup_inhib","Y",1179,6
"3170","111115_9",1,1,"dog_pos","dog_neg","dog_pos","negation","positive","distractor","target","R","dog_pos","Y",1309,6
"3171","111115_9",1,2,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y",1047,6
"3172","111115_9",1,3,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","R","teddybear_neg","Y",1898,6
"3173","111115_9",1,4,"cookie_neg","cookie_pos","cookie_neg","negation","negative","distractor","target","R","cookie_neg","Y",1274,6
"3174","111115_9",1,2,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y",6069,6
"3175","111115_9",1,47,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","R","dog_implic","Y",1072,6
"3176","111115_9",1,48,"apple_control","apple_foil","apple_control","implicature","unambiguous","distractor","target","R","apple_control","Y",1363,6
"3177","111115_9",1,49,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y",1797,6
"3178","111115_9",1,9,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","R","apple_neg","N",1347,6
"3179","111115_9",1,10,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N",1179,6
"3180","111115_9",1,11,"flower_neg","flower_pos","flower_neg","negation","negative","distractor","target","R","flower_neg","Y",1646,6
"3181","111115_9",1,12,"banana_neg","banana_neg","banana_pos","negation","negative","target","distractor","L","banana_neg","Y",1264,6
"3182","111115_9",1,24,"teddybear_control","teddybear_foil","teddybear_control","implicature","unambiguous","distractor","target","R","teddybear_control","Y",4321,6
"3183","111115_9",1,25,"bird_implic","bird_control","bird_implic","implicature","implicature","distractor","target","R","bird_implic","Y",1382,6
"3184","111115_9",1,26,"banana_control","banana_foil","banana_control","implicature","unambiguous","distractor","target","R","banana_control","Y",1522,6
"3185","111115_9",1,27,"apple_implic","apple_control","apple_implic","implicature","implicature","distractor","target","R","apple_implic","Y",1161,6
"3186","111115_9",1,28,"cat_implic","cat_implic","cat_control","implicature","implicature","target","distractor","L","cat_implic","Y",1553,6
"3187","111115_9",1,5,"car_pos","car_pos","car_neg","negation","positive","target","distractor","L","car_pos","Y",2577,6
"3188","111115_9",1,42,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","R","cup_neg","Y",1224,6
"3189","111115_9",1,43,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","L","bicycle_neg","Y",1707,6
"3190","111115_9",1,7,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","R","bicycle_neg","Y",1366,6
"3191","111115_9",1,50,"car_control","car_control","car_foil","implicature","unambiguous","target","distractor","L","car_control","Y",1796,6
"3192","111115_9",1,34,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","L","bicycle_neg","Y",2809,6
"3193","111115_9",1,35,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y",1709,6
"3194","111115_9",1,36,"lamp_neg","lamp_neg","lamp_pos","negation","negative","target","distractor","L","lamp_neg","Y",1959,6
"3195","111115_9",1,37,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","R","teddybear_neg","Y",2129,6
"3196","111115_9",1,33,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y",1035,6
"3197","111115_9",1,34,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y",992,6
"3198","111115_9",1,35,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y",1228,6
"3199","111115_9",1,36,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y",781,6
"3200","111115_9",1,29,"flower_implic","flower_control","flower_implic","implicature","implicature","distractor","target","R","flower_implic","Y",1705,6
"3201","111115_9",1,12,"car_inhib","car_inhib","car_pos","inhibition","inhib","target","distractor","L","car_inhib","Y",1696,6
"3202","111115_9",1,30,"teddybear_control","teddybear_control","teddybear_foil","implicature","unambiguous","target","distractor","L","teddybear_control","Y",1912,6
"3203","111115_9",1,14,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y",959,6
"3204","111115_9",1,8,"lamp_neg","lamp_neg","lamp_pos","negation","negative","target","distractor","L","lamp_neg","Y",2329,6
"3205","111115_9",1,3,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y",1123,6
"3206","111115_9",1,4,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y",841,6
"3207","111115_9",1,5,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y",1131,6
"3208","111115_9",1,6,"apple_inhib","apple_pos","apple_inhib","inhibition","inhib","distractor","target","R","apple_inhib","Y",1386,6
"3209","111115_9",1,7,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y",1282,6
"3210","111115_9",1,8,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y",818,6
"3211","111115_9",1,9,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y",568,6
"3212","111115_9",1,10,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y",504,6
"3213","111115_9",1,41,"lamp_pos","lamp_neg","lamp_pos","negation","positive","distractor","target","R","lamp_pos","Y",1269,6
"3214","111115_9",1,44,"bicycle_implic","bicycle_implic","bicycle_control","implicature","implicature","target","distractor","L","bicycle_implic","Y",1734,6
"3215","111115_9",1,45,"teddybear_control","teddybear_control","teddybear_foil","implicature","unambiguous","target","distractor","L","teddybear_control","Y",1843,6
"3216","111115_9",1,46,"cup_control","cup_foil","cup_control","implicature","unambiguous","distractor","target","R","cup_control","Y",1759,6
"3217","111115_9",1,32,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","L","cup_neg","Y",1594,6
"3218","111115_9",1,33,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","L","dog_pos","Y",2487,6
"3219","111115_9",1,29,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y",1047,6
"3220","111115_9",1,30,"banana_inhib","banana_pos","banana_inhib","inhibition","inhib","distractor","target","R","banana_inhib","Y",1359,6
"3221","111115_9",1,31,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y",1036,6
"3222","111115_9",1,32,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y",1486,6
"3223","111115_9",1,7,"dog_control","dog_control","dog_foil","implicature","unambiguous","target","distractor","L","dog_control","Y",2685,6
"3224","111115_9",1,8,"bicycle_implic","bicycle_control","bicycle_implic","implicature","implicature","distractor","target","R","bicycle_implic","Y",1706,6
"3225","111115_9",1,9,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y",1705,6
"3226","111115_9",1,11,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y",1842,6
"3227","111115_9",1,37,"bicycle_inhib","bicycle_inhib","bicycle_pos","inhibition","inhib","target","distractor","L","bicycle_inhib","Y",1733,6
"3228","111115_9",1,38,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y",1062,6
"3229","111115_9",1,39,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y",1467,6
"3230","111115_9",1,44,"bird_pos","bird_neg","bird_pos","negation","positive","distractor","target","R","bird_pos","Y",1632,6
"3231","111115_9",1,45,"dog_pos","dog_neg","dog_pos","negation","positive","distractor","target","R","dog_pos","Y",1519,6
"3232","111115_9",1,42,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y",632,6
"3233","111115_9",1,43,"cat_inhib","cat_inhib","cat_pos","inhibition","inhib","target","distractor","L","cat_inhib","Y",1063,6
"3234","111115_9",1,44,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y",1000,6
"3235","111115_9",1,45,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y",1056,6
"3236","111115_9",1,46,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y",595,6
"3237","111115_9",1,21,"banana_control","banana_foil","banana_control","implicature","unambiguous","distractor","target","R","banana_control","Y",1936,6
"3238","111115_9",1,22,"car_control","car_foil","car_control","implicature","unambiguous","distractor","target","R","car_control","Y",2593,6
"3239","111115_9",1,10,"car_implic","car_implic","car_control","implicature","implicature","target","distractor","L","car_implic","Y",1563,6
"3240","111115_9",1,50,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y",1670,6
"3241","111115_9",1,52,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y",886,6
"3242","111115_9",1,13,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y",1048,6
"3243","111115_9",1,53,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y",589,6
"3244","111115_9",1,54,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y",700,6
"3245","111115_9",1,55,"cookie_inhib","cookie_inhib","cookie_pos","inhibition","inhib","target","distractor","L","cookie_inhib","Y",906,6
"3246","111115_9",1,35,"lamp_implic","lamp_control","lamp_implic","implicature","implicature","distractor","target","R","lamp_implic","Y",1673,6
"3247","111115_9",1,36,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","R","dog_implic","Y",1425,6
"3248","111115_9",1,38,"bird_control","bird_control","bird_foil","implicature","unambiguous","target","distractor","L","bird_control","Y",1864,6
"3249","111115_9",1,39,"banana_implic","banana_implic","banana_control","implicature","implicature","target","distractor","L","banana_implic","Y",1382,6
"3250","111115_9",1,40,"lamp_implic","lamp_control","lamp_implic","implicature","implicature","distractor","target","R","lamp_implic","Y",1471,6
"3251","111115_9",1,41,"car_control","car_foil","car_control","implicature","unambiguous","distractor","target","R","car_control","Y",1479,6
"3252","111115_9",1,49,"flower_inhib","flower_inhib","flower_pos","inhibition","inhib","target","distractor","L","flower_inhib","Y",1723,6
"3253","111115_9",1,43,"flower_implic","flower_implic","flower_control","implicature","implicature","target","distractor","L","flower_implic","Y",1711,6
"3254","111115_9",1,65,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y",1534,6
"3255","111115_9",1,66,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y",682,6
"3256","111115_9",1,67,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y",613,6
"3257","111115_9",1,27,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y",1448,6
"3258","111115_9",1,28,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y",1113,6
"3259","111115_9",1,69,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y",1297,6
"3260","111115_9",1,70,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y",838,6
"3261","111115_9",1,5,"cookie_control","cookie_foil","cookie_control","implicature","unambiguous","distractor","target","R","cookie_control","Y",10942,6
"3262","111115_9",1,6,"teddybear_control","teddybear_foil","teddybear_control","implicature","unambiguous","distractor","target","R","teddybear_control","Y",2725,6
"3263","111115_9",1,4,"cat_control","cat_control","cat_foil","implicature","unambiguous","target","distractor","L","cat_control","Y",3090,6
"3264","111115_9",1,50,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y",1428,6
"3265","111115_9",1,51,"car_neg","car_pos","car_neg","negation","negative","distractor","target","L","car_pos","N",1398,6
"3266","111115_9",1,23,"cup_control","cup_control","cup_foil","implicature","unambiguous","target","distractor","L","cup_control","Y",2637,6
"3267","111115_9",1,11,"flower_implic","flower_control","flower_implic","implicature","implicature","distractor","target","R","flower_implic","Y",1407,6
"3268","111115_9",1,12,"bird_control","bird_control","bird_foil","implicature","unambiguous","target","distractor","L","bird_control","Y",1927,6
"3269","111115_9",1,13,"bicycle_implic","bicycle_control","bicycle_implic","implicature","implicature","distractor","target","R","bicycle_implic","Y",1255,6
"3270","111115_9",1,14,"dog_control","dog_foil","dog_control","implicature","unambiguous","distractor","target","L","dog_foil","N",1831,6
"3271","111115_9",1,15,"flower_control","flower_control","flower_foil","implicature","unambiguous","target","distractor","L","flower_control","Y",3509,6
"3272","111115_9",1,16,"bird_implic","bird_control","bird_implic","implicature","implicature","distractor","target","R","bird_implic","Y",1329,6
"3273","111115_9",1,17,"cat_control","cat_control","cat_foil","implicature","unambiguous","target","distractor","L","cat_control","Y",1747,6
"3274","111115_9",1,18,"cookie_control","cookie_control","cookie_foil","implicature","unambiguous","target","distractor","L","cookie_control","Y",1635,6
"3275","111115_9",1,19,"apple_implic","apple_implic","apple_control","implicature","implicature","target","distractor","L","apple_implic","Y",1577,6
"3276","111115_9",1,20,"lamp_implic","lamp_implic","lamp_control","implicature","implicature","target","distractor","L","lamp_implic","Y",2855,6
"3277","111115_9",1,60,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y",1551,6
"3278","111115_9",1,61,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y",695,6
"3279","111115_9",1,42,"cat_implic","cat_control","cat_implic","implicature","implicature","distractor","target","R","cat_implic","Y",1072,6
"3280","111115_9",1,53,"dog_pos","dog_neg","dog_pos","negation","positive","distractor","target","R","dog_pos","Y",2786,6
"3281","111115_9",1,54,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y",1791,6
"3282","111115_9",1,55,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","R","bird_neg","Y",1924,6
"3283","111115_9",1,56,"lamp_pos","lamp_neg","lamp_pos","negation","positive","distractor","target","L","lamp_neg","N",1974,6
"3284","111115_9",1,31,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","R","bicycle_control","Y",2917,6
"3285","111115_9",1,19,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","R","bird_neg","Y",1611,6
"3286","111115_9",1,56,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y",1215,6
"3287","111115_9",1,57,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y",1234,6
"3288","111115_9",1,58,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y",787,6
"3289","111115_9",1,59,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y",1618,6
"3290","111115_9",1,49,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","L","cup_neg","Y",2407,6
"3291","111115_9",1,24,"car_neg","car_neg","car_pos","negation","negative","target","distractor","L","car_neg","Y",2323,6
"3292","111115_9",1,25,"car_neg","car_neg","car_pos","negation","negative","target","distractor","L","car_neg","Y",1290,6
"3293","111115_9",1,64,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y",1003,6
"3294","111115_9",1,28,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y",991,6
"3295","111115_9",1,29,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","R","teddybear_neg","Y",992.999999999998,6
"3296","111115_9",1,30,"cookie_neg","cookie_pos","cookie_neg","negation","negative","distractor","target","L","cookie_pos","N",1397,6
"3297","111115_9",1,31,"apple_neg","apple_pos","apple_neg","negation","negative","distractor","target","R","apple_neg","Y",1376,6
"3298","111115_9",1,40,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y",1159,6
"3299","111115_9",1,68,"bird_inhib","bird_pos","bird_inhib","inhibition","inhib","distractor","target","R","bird_inhib","Y",1661,6
"3300","111115_9",1,1,"banana_implic","banana_control","banana_implic","implicature","implicature","distractor","target","R","banana_implic","Y",1981,6
"3301","111115_9",1,2,"cup_implic","cup_implic","cup_control","implicature","implicature","target","distractor","L","cup_implic","Y",2066,6
"3302","111115_9",1,3,"apple_control","apple_foil","apple_control","implicature","unambiguous","distractor","target","R","apple_control","Y",3422,6
"3303","111115_9",1,37,"cookie_control","cookie_control","cookie_foil","implicature","unambiguous","target","distractor","L","cookie_control","Y",1966,6
"3304","111115_9",1,17,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y",5542,6
"3305","111115_9",1,23,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y",2515,6
"3306","111115_9",1,52,"apple_neg","apple_neg","apple_pos","negation","negative","target","distractor","R","apple_pos","N",1535,6
"3307","111115_9",1,27,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y",1122,6
"3308","111115_9",1,23,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y",806,6
"3309","111115_9",1,24,"teddybear_inhib","teddybear_inhib","teddybear_pos","inhibition","inhib","target","distractor","R","teddybear_pos","N",1520,6
"3310","111115_9",1,25,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y",3171,6
"3311","111115_9",1,57,"bicycle_pos","bicycle_pos","bicycle_neg","negation","positive","target","distractor","L","bicycle_pos","Y",2834,6
"3312","111115_9",1,41,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y",915,6
"3313","111115_9",1,46,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y",1359,6
"3314","111115_9",1,47,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y",2090,6
"3315","111115_9",1,48,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y",1494,6
"3316","111115_9",1,34,"cookie_control","cookie_foil","cookie_control","implicature","unambiguous","distractor","target","R","cookie_control","Y",1911,6
"3317","111115_9",1,16,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y",609,6
"3318","111115_9",1,59,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y",1476,6
"3319","111115_9",1,26,"banana_pos","banana_neg","banana_pos","negation","positive","distractor","target","R","banana_pos","Y",1223,6
"3320","111115_9",1,20,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y",775,6
"3321","111115_9",1,62,"lamp_inhib","lamp_inhib","lamp_pos","inhibition","inhib","target","distractor","L","lamp_inhib","Y",1564,6
"3322","111115_9",1,63,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y",1136,6
"3323","111115_9",1,22,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y",860,6
"3324","111115_9",1,26,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y",1369,6
"3325","111115_9",1,15,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y",599,6
"3326","111115_9",1,20,"cup_pos","cup_pos","cup_neg","negation","positive","target","distractor","L","cup_pos","Y",1797,6
"3327","111115_9",1,21,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","R","teddybear_neg","Y",1124,6
"3328","111115_9",1,22,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","R","dog_neg","Y",2906,6
"3329","111115_9",1,58,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y",1074,6
"3330","111115_9",1,51,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y",1391,6
"3331","111115_9",1,21,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y",1282,6
"3332","111115_9",1,19,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y",1200,6
"3333","111115_9",1,60,"cookie_neg","cookie_pos","cookie_neg","negation","negative","distractor","target","R","cookie_neg","Y",1169,6
"3334","111115_9",1,32,"cup_implic","cup_implic","cup_control","implicature","implicature","target","distractor","L","cup_implic","Y",1962,6
"3335","111115_9",1,33,"car_implic","car_control","car_implic","implicature","implicature","distractor","target","R","car_implic","Y",1602,6
"3336","111115_9",1,18,"dog_inhib","dog_pos","dog_inhib","inhibition","inhib","distractor","target","R","dog_inhib","Y",1712,6
"3337","11115_1",1,37,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","R","teddybear_neg","Y",1306,5
"3338","11115_1",1,38,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y",1004,5
"3339","11115_1",1,39,"cat_pos","cat_pos","cat_neg","negation","positive","target","distractor","L","cat_pos","Y",968,5
"3340","11115_1",1,30,"cookie_pos","cookie_neg","cookie_pos","negation","positive","distractor","target","R","cookie_pos","Y",2327,5
"3341","11115_1",1,41,"lamp_pos","lamp_neg","lamp_pos","negation","positive","distractor","target","R","lamp_pos","Y",1088,5
"3342","11115_1",1,36,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y",1732,5
"3343","11115_1",1,17,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y",856,5
"3344","11115_1",1,18,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y",930,5
"3345","11115_1",1,29,"teddybear_neg","teddybear_neg","teddybear_pos","negation","negative","target","distractor","R","teddybear_pos","N",1122,5
"3346","11115_1",1,20,"dog_inhib","dog_inhib","dog_pos","inhibition","inhib","target","distractor","L","dog_inhib","Y",868,5
"3347","11115_1",1,15,"cookie_pos","cookie_neg","cookie_pos","negation","positive","distractor","target","R","cookie_pos","Y",1005,5
"3348","11115_1",1,40,"car_neg","car_pos","car_neg","negation","negative","distractor","target","R","car_neg","Y",1632,5
"3349","11115_1",1,17,"lamp_neg","lamp_neg","lamp_pos","negation","negative","target","distractor","R","lamp_pos","N",839.999999999997,5
"3350","11115_1",1,23,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y",890,5
"3351","11115_1",1,11,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y",810,5
"3352","11115_1",1,43,"bicycle_pos","bicycle_neg","bicycle_pos","negation","positive","distractor","target","R","bicycle_pos","Y",234,5
"3353","11115_1",1,31,"apple_neg","apple_pos","apple_neg","negation","negative","distractor","target","R","apple_neg","Y",1551,5
"3354","11115_1",1,33,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","L","dog_pos","Y",1357,5
"3355","11115_1",1,35,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","L","flower_neg","Y",2064,5
"3356","11115_1",1,31,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","L","bicycle_foil","N",525,5
"3357","11115_1",1,32,"cup_control","cup_foil","cup_control","implicature","unambiguous","distractor","target","R","cup_control","Y",745,5
"3358","11115_1",1,19,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y",849,5
"3359","11115_1",1,14,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","R","bicycle_neg","Y",1165,5
"3360","11115_1",1,60,"cat_implic","cat_implic","cat_control","implicature","implicature","target","distractor","L","cat_implic","Y",1383,5
"3361","11115_1",1,16,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","R","cat_neg","Y",937.000000000001,5
"3362","11115_1",1,22,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y",1105,5
"3363","11115_1",1,36,"dog_control","dog_control","dog_foil","implicature","unambiguous","target","distractor","L","dog_control","Y",955,5
"3364","11115_1",1,42,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","L","cup_neg","N",782,5
"3365","11115_1",1,39,"banana_implic","banana_implic","banana_control","implicature","implicature","target","distractor","L","banana_implic","Y",861,5
"3366","11115_1",1,25,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y",946,5
"3367","11115_1",1,26,"teddybear_inhib","teddybear_pos","teddybear_inhib","inhibition","inhib","distractor","target","L","teddybear_pos","N",1009,5
