"","subid","list","game.order","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","date","timestamp","rt","gender","age","language"
"1209","4",1,1,10,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","8/10/2015","14:35",360,"M","35","english"
"1210","4",1,1,11,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","L","car_inhib","N","8/10/2015","14:35",665,"M","35","english"
"1211","4",1,1,65,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/10/2015","14:35",406,"M","35","english"
"1212","4",1,1,66,"lamp_inhib","lamp_pos","lamp_inhib","inhibition","inhib","distractor","target","L","lamp_pos","N","8/10/2015","14:35",362,"M","35","english"
"1213","4",1,1,67,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","8/10/2015","14:35",864,"M","35","english"
"1214","4",1,1,69,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","8/10/2015","14:35",478,"M","35","english"
"1215","4",1,1,70,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","8/10/2015","14:35",530,"M","35","english"
"1216","4",1,1,71,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","8/10/2015","14:35",549,"M","35","english"
"1217","4",1,1,68,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","8/10/2015","14:35",547,"M","35","english"
"1218","4",1,1,19,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","8/10/2015","14:35",525,"M","35","english"
"1219","4",1,1,20,"dog_inhib","dog_pos","dog_inhib","inhibition","inhib","distractor","target","R","dog_inhib","Y","8/10/2015","14:35",768,"M","35","english"
"1220","4",1,1,21,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","8/10/2015","14:35",848,"M","35","english"
"1221","4",1,1,62,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","8/10/2015","14:35",405,"M","35","english"
"1222","4",1,1,63,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/10/2015","14:35",428,"M","35","english"
"1223","4",1,1,64,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","8/10/2015","14:35",409,"M","35","english"
"1224","4",1,1,42,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","8/10/2015","14:35",562,"M","35","english"
"1225","4",1,1,41,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","8/10/2015","14:35",524,"M","35","english"
"1226","4",1,1,38,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","8/10/2015","14:35",462,"M","35","english"
"1227","4",1,1,43,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","8/10/2015","14:35",639,"M","35","english"
"1228","4",1,1,40,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","8/10/2015","14:35",639,"M","35","english"
"1229","4",1,1,39,"bicycle_inhib","bicycle_inhib","bicycle_pos","inhibition","inhib","target","distractor","L","bicycle_inhib","Y","8/10/2015","14:35",761,"M","35","english"
"1230","4",1,1,45,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","8/10/2015","14:35",615,"M","35","english"
"1231","4",1,1,44,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","R","cat_inhib","N","8/10/2015","14:35",599,"M","35","english"
"1232","4",1,1,46,"cat_inhib","cat_inhib","cat_pos","inhibition","inhib","target","distractor","L","cat_inhib","Y","8/10/2015","14:35",704,"M","35","english"
"1233","4",1,1,47,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","8/10/2015","14:35",746,"M","35","english"
"1234","4",1,1,48,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","8/10/2015","14:35",420,"M","35","english"
"1235","4",1,1,49,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","8/10/2015","14:35",643,"M","35","english"
"1236","4",1,1,50,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/10/2015","14:35",625,"M","35","english"
"1237","4",1,1,51,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","8/10/2015","14:35",455,"M","35","english"
"1238","4",1,1,52,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/10/2015","14:35",624,"M","35","english"
"1239","4",1,1,53,"flower_inhib","flower_pos","flower_inhib","inhibition","inhib","distractor","target","R","flower_inhib","Y","8/10/2015","14:35",700,"M","35","english"
"1240","4",1,1,54,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","8/10/2015","14:35",669,"M","35","english"
"1241","4",1,1,55,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","8/10/2015","14:35",485,"M","35","english"
"1242","4",1,1,56,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","8/10/2015","14:35",471,"M","35","english"
"1243","4",1,1,57,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","8/10/2015","14:35",535,"M","35","english"
"1244","4",1,1,58,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","8/10/2015","14:35",522,"M","35","english"
"1245","4",1,1,59,"cookie_inhib","cookie_pos","cookie_inhib","inhibition","inhib","distractor","target","R","cookie_inhib","Y","8/10/2015","14:35",553,"M","35","english"
"1246","4",1,1,60,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","8/10/2015","14:35",789,"M","35","english"
"1247","4",1,1,61,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","8/10/2015","14:35",510,"M","35","english"
"1248","4",1,1,102,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","8/10/2015","14:35",800,"M","35","english"
"1249","4",1,1,103,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","8/10/2015","14:35",548,"M","35","english"
"1250","4",1,1,104,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","8/10/2015","14:35",472,"M","35","english"
"1251","4",1,1,105,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","8/10/2015","14:35",442,"M","35","english"
"1252","4",1,1,106,"bicycle_inhib","bicycle_pos","bicycle_inhib","inhibition","inhib","distractor","target","L","bicycle_pos","N","8/10/2015","14:35",340,"M","35","english"
"1253","4",1,1,107,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/10/2015","14:35",812,"M","35","english"
"1254","4",1,1,108,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/10/2015","14:35",445,"M","35","english"
"1255","4",1,1,109,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/10/2015","14:35",365,"M","35","english"
"1256","4",1,1,110,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/10/2015","14:35",561,"M","35","english"
"1257","4",1,1,111,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/10/2015","14:35",431,"M","35","english"
"1258","4",1,1,112,"lamp_inhib","lamp_inhib","lamp_pos","inhibition","inhib","target","distractor","R","lamp_pos","N","8/10/2015","14:35",384,"M","35","english"
"1259","4",1,1,113,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","8/10/2015","14:35",745,"M","35","english"
"1260","4",1,1,114,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","L","cat_inhib","N","8/10/2015","14:35",378,"M","35","english"
"1261","4",1,1,115,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","8/10/2015","14:35",290,"M","35","english"
"1262","4",1,1,116,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","8/10/2015","14:35",563,"M","35","english"
"1263","4",1,1,117,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","8/10/2015","14:35",509,"M","35","english"
"1264","4",1,1,118,"cat_inhib","cat_pos","cat_inhib","inhibition","inhib","distractor","target","R","cat_inhib","Y","8/10/2015","14:35",660,"M","35","english"
"1265","4",1,1,119,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","8/10/2015","14:35",643,"M","35","english"
"1266","4",1,1,120,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","8/10/2015","14:35",322,"M","35","english"
"1267","4",1,1,121,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","8/10/2015","14:35",324,"M","35","english"
"1268","4",1,1,122,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","8/10/2015","14:35",650,"M","35","english"
"1269","4",1,1,123,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","8/10/2015","14:35",569,"M","35","english"
"1270","4",1,1,124,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","8/10/2015","14:35",405,"M","35","english"
"1271","4",1,1,125,"teddybear_inhib","teddybear_inhib","teddybear_pos","inhibition","inhib","target","distractor","L","teddybear_inhib","Y","8/10/2015","14:35",553,"M","35","english"
"1272","4",1,1,126,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/10/2015","14:35",783,"M","35","english"
"1273","4",1,1,127,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/10/2015","14:35",407,"M","35","english"
"1274","4",1,1,128,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/10/2015","14:35",372,"M","35","english"
"1275","4",1,1,129,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","8/10/2015","14:35",489,"M","35","english"
"1276","4",1,1,130,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","8/10/2015","14:35",666,"M","35","english"
"1277","4",1,1,131,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","8/10/2015","14:35",507,"M","35","english"
"1278","4",1,1,132,"flower_inhib","flower_pos","flower_inhib","inhibition","inhib","distractor","target","R","flower_inhib","Y","8/10/2015","14:35",684,"M","35","english"
"1279","4",1,1,133,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","8/10/2015","14:35",692,"M","35","english"
"1280","4",1,1,134,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","8/10/2015","14:35",498,"M","35","english"
"1281","4",1,1,135,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","8/10/2015","14:35",359,"M","35","english"
"1282","4",1,1,136,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","8/10/2015","14:35",344,"M","35","english"
"1283","4",1,1,137,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","8/10/2015","14:35",496,"M","35","english"
"1284","4",1,1,138,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","8/10/2015","14:35",571,"M","35","english"
"1285","4",1,1,139,"apple_inhib","apple_inhib","apple_pos","inhibition","inhib","target","distractor","L","apple_inhib","Y","8/10/2015","14:35",694,"M","35","english"
"1286","4",1,1,140,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","8/10/2015","14:35",685,"M","35","english"
"1287","4",1,1,141,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","8/10/2015","14:35",560,"M","35","english"
"1288","4",1,1,142,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","8/10/2015","14:35",355,"M","35","english"
"1289","4",1,1,143,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","8/10/2015","14:35",916,"M","35","english"
"1290","4",1,1,144,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","8/10/2015","14:35",476,"M","35","english"
"1291","4",1,1,145,"dog_inhib","dog_pos","dog_inhib","inhibition","inhib","distractor","target","R","dog_inhib","Y","8/10/2015","14:35",629,"M","35","english"
"1292","4",1,1,146,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","8/10/2015","14:35",615,"M","35","english"
"1293","4",1,1,26,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","8/10/2015","14:35",500,"M","35","english"
"1294","4",1,1,27,"teddybear_inhib","teddybear_inhib","teddybear_pos","inhibition","inhib","target","distractor","L","teddybear_inhib","Y","8/10/2015","14:35",701,"M","35","english"
"1295","4",1,1,28,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","8/10/2015","14:35",653,"M","35","english"
"1296","4",1,1,29,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","L","banana_inhib","N","8/10/2015","14:35",323,"M","35","english"
"1297","4",1,1,30,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","8/10/2015","14:35",549,"M","35","english"
"1298","4",1,1,31,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/10/2015","14:35",463,"M","35","english"
"1299","4",1,1,32,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/10/2015","14:35",376,"M","35","english"
"1300","4",1,1,33,"banana_inhib","banana_inhib","banana_pos","inhibition","inhib","target","distractor","R","banana_pos","N","8/10/2015","14:35",374,"M","35","english"
"1301","4",1,1,34,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","8/10/2015","14:35",887,"M","35","english"
"1302","4",1,1,35,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","8/10/2015","14:35",630,"M","35","english"
"1303","4",1,1,36,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","8/10/2015","14:35",611,"M","35","english"
"1304","4",1,1,37,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","8/10/2015","14:35",455,"M","35","english"
"1305","4",1,1,158,"car_inhib","car_pos","car_inhib","inhibition","inhib","distractor","target","R","car_inhib","Y","8/10/2015","14:35",725,"M","35","english"
"1306","4",1,1,1,"dog_implic","dog_control","dog_implic","negimp","implicature","distractor","target","R","dog_implic","Y","8/10/2015","14:35",856,"M","35","english"
"1307","4",1,1,2,"cat_implic","cat_control","cat_implic","negimp","implicature","distractor","target","R","cat_implic","Y","8/10/2015","14:35",1227,"M","35","english"
"1308","4",1,1,3,"teddybear_control","teddybear_control","teddybear_foil","negimp","unambiguous","target","distractor","L","teddybear_control","Y","8/10/2015","14:35",1478,"M","35","english"
"1309","4",1,1,4,"cookie_neg","cookie_neg","cookie_pos","negimp","negative","target","distractor","R","cookie_pos","N","8/10/2015","14:35",1624,"M","35","english"
"1310","4",1,1,5,"car_pos","car_neg","car_pos","negimp","positive","distractor","target","R","car_pos","Y","8/10/2015","14:35",880,"M","35","english"
"1311","4",1,1,6,"cup_neg","cup_pos","cup_neg","negimp","negative","distractor","target","R","cup_neg","Y","8/10/2015","14:35",1037,"M","35","english"
"1312","4",1,1,7,"bicycle_neg","bicycle_neg","bicycle_pos","negimp","negative","target","distractor","L","bicycle_neg","Y","8/10/2015","14:35",1004,"M","35","english"
"1313","4",1,1,8,"lamp_neg","lamp_neg","lamp_pos","negimp","negative","target","distractor","L","lamp_neg","Y","8/10/2015","14:35",791.999999999997,"M","35","english"
"1314","4",1,1,9,"apple_implic","apple_implic","apple_control","negimp","implicature","target","distractor","L","apple_implic","Y","8/10/2015","14:35",1543,"M","35","english"
"1315","4",1,1,10,"bird_control","bird_control","bird_foil","negimp","unambiguous","target","distractor","L","bird_control","Y","8/10/2015","14:35",1205,"M","35","english"
"1316","4",1,1,11,"flower_implic","flower_implic","flower_control","negimp","implicature","target","distractor","L","flower_implic","Y","8/10/2015","14:35",1288,"M","35","english"
"1317","4",1,1,12,"banana_neg","banana_neg","banana_pos","negimp","negative","target","distractor","L","banana_neg","Y","8/10/2015","14:35",1154,"M","35","english"
"1318","4",1,1,13,"flower_pos","flower_pos","flower_neg","negimp","positive","target","distractor","L","flower_pos","Y","8/10/2015","14:35",727,"M","35","english"
"1319","4",1,1,14,"bicycle_control","bicycle_foil","bicycle_control","negimp","unambiguous","distractor","target","R","bicycle_control","Y","8/10/2015","14:35",1004,"M","35","english"
"1320","4",1,1,15,"cookie_pos","cookie_neg","cookie_pos","negimp","positive","distractor","target","R","cookie_pos","Y","8/10/2015","14:35",767,"M","35","english"
"1321","4",1,1,16,"cat_neg","cat_neg","cat_pos","negimp","negative","target","distractor","L","cat_neg","Y","8/10/2015","14:35",881.000000000001,"M","35","english"
"1322","4",1,1,18,"apple_pos","apple_pos","apple_neg","negimp","positive","target","distractor","L","apple_pos","Y","8/10/2015","14:35",763,"M","35","english"
"1323","4",1,1,17,"lamp_pos","lamp_neg","lamp_pos","negimp","positive","distractor","target","R","lamp_pos","Y","8/10/2015","14:35",1280,"M","35","english"
"1324","4",1,1,19,"bird_pos","bird_neg","bird_pos","negimp","positive","distractor","target","R","bird_pos","Y","8/10/2015","14:35",1011,"M","35","english"
"1325","4",1,1,20,"cup_pos","cup_pos","cup_neg","negimp","positive","target","distractor","L","cup_pos","Y","8/10/2015","14:35",674,"M","35","english"
"1326","4",1,1,21,"teddybear_control","teddybear_control","teddybear_foil","negimp","unambiguous","target","distractor","L","teddybear_control","Y","8/10/2015","14:35",842,"M","35","english"
"1327","4",1,1,22,"dog_implic","dog_control","dog_implic","negimp","implicature","distractor","target","R","dog_implic","Y","8/10/2015","14:35",1305,"M","35","english"
"1328","4",1,1,23,"banana_control","banana_foil","banana_control","negimp","unambiguous","distractor","target","L","banana_foil","N","8/10/2015","14:35",1485,"M","35","english"
"1329","4",1,1,24,"car_control","car_control","car_foil","negimp","unambiguous","target","distractor","L","car_control","Y","8/10/2015","14:35",1331,"M","35","english"
"1330","4",1,1,25,"car_control","car_foil","car_control","negimp","unambiguous","distractor","target","R","car_control","Y","8/10/2015","14:35",638,"M","35","english"
"1331","4",1,1,26,"banana_implic","banana_control","banana_implic","negimp","implicature","distractor","target","R","banana_implic","Y","8/10/2015","14:35",751,"M","35","english"
"1332","4",1,1,27,"cat_pos","cat_neg","cat_pos","negimp","positive","distractor","target","R","cat_pos","Y","8/10/2015","14:35",821,"M","35","english"
"1333","4",1,1,28,"bird_neg","bird_pos","bird_neg","negimp","negative","distractor","target","L","bird_pos","N","8/10/2015","14:35",627,"M","35","english"
"1334","4",1,1,29,"teddybear_neg","teddybear_pos","teddybear_neg","negimp","negative","distractor","target","R","teddybear_neg","Y","8/10/2015","14:35",823.999999999998,"M","35","english"
"1335","4",1,1,30,"cookie_control","cookie_control","cookie_foil","negimp","unambiguous","target","distractor","L","cookie_control","Y","8/10/2015","14:35",981,"M","35","english"
"1336","4",1,1,31,"apple_implic","apple_implic","apple_control","negimp","implicature","target","distractor","L","apple_implic","Y","8/10/2015","14:35",747,"M","35","english"
"1337","4",1,1,32,"cup_neg","cup_pos","cup_neg","negimp","negative","distractor","target","R","cup_neg","Y","8/10/2015","14:35",1240,"M","35","english"
"1338","4",1,1,33,"dog_neg","dog_neg","dog_pos","negimp","negative","target","distractor","R","dog_pos","N","8/10/2015","14:35",1106,"M","35","english"
"1339","4",1,1,72,"bird_inhib","bird_pos","bird_inhib","inhibition","inhib","distractor","target","R","bird_inhib","Y","8/10/2015","14:35",754,"M","35","english"
"1340","4",1,1,73,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/10/2015","14:35",751,"M","35","english"
"1341","4",1,1,74,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","L","cup_inhib","N","8/10/2015","14:35",493,"M","35","english"
"1342","4",1,1,75,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/10/2015","14:35",587,"M","35","english"
"1343","4",1,1,76,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/10/2015","14:35",446,"M","35","english"
"1344","4",1,1,77,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/10/2015","14:35",357,"M","35","english"
"1345","4",1,1,78,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/10/2015","14:35",437,"M","35","english"
"1346","4",1,1,79,"cup_inhib","cup_pos","cup_inhib","inhibition","inhib","distractor","target","R","cup_inhib","Y","8/10/2015","14:35",624,"M","35","english"
"1347","4",1,1,80,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","8/10/2015","14:35",712,"M","35","english"
"1348","4",1,1,81,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","8/10/2015","14:35",379,"M","35","english"
"1349","4",1,1,82,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","R","cookie_inhib","N","8/10/2015","14:35",601,"M","35","english"
"1350","4",1,1,83,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","8/10/2015","14:35",603,"M","35","english"
"1351","4",1,1,84,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","8/10/2015","14:35",501,"M","35","english"
"1352","4",1,1,85,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","R","cookie_inhib","N","8/10/2015","14:35",380,"M","35","english"
"1353","4",1,1,86,"cookie_inhib","cookie_pos","cookie_inhib","inhibition","inhib","distractor","target","R","cookie_inhib","Y","8/10/2015","14:35",781,"M","35","english"
"1354","4",1,1,87,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/10/2015","14:35",598,"M","35","english"
"1355","4",1,1,88,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","8/10/2015","14:35",547,"M","35","english"
"1356","4",1,1,89,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","8/10/2015","14:35",385,"M","35","english"
"1357","4",1,1,90,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","8/10/2015","14:35",330,"M","35","english"
"1358","4",1,1,91,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","8/10/2015","14:35",513,"M","35","english"
"1359","4",1,1,92,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/10/2015","14:35",721,"M","35","english"
"1360","4",1,1,93,"banana_inhib","banana_pos","banana_inhib","inhibition","inhib","distractor","target","R","banana_inhib","Y","8/10/2015","14:35",620,"M","35","english"
"1361","4",1,1,94,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/10/2015","14:35",641,"M","35","english"
"1362","4",1,1,95,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/10/2015","14:35",392,"M","35","english"
"1363","4",1,1,96,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","8/10/2015","14:35",464,"M","35","english"
"1364","4",1,1,97,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/10/2015","14:35",371,"M","35","english"
"1365","4",1,1,98,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/10/2015","14:35",433,"M","35","english"
"1366","4",1,1,99,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/10/2015","14:35",412,"M","35","english"
"1367","4",1,1,100,"cup_inhib","cup_pos","cup_inhib","inhibition","inhib","distractor","target","L","cup_pos","N","8/10/2015","14:35",352,"M","35","english"
"1368","4",1,1,101,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","R","bicycle_inhib","N","8/10/2015","14:35",241,"M","35","english"
"1369","4",1,1,64,"bicycle_neg","bicycle_neg","bicycle_pos","negimp","negative","target","distractor","R","bicycle_pos","N","8/10/2015","14:35",948.000000000001,"M","35","english"
"1370","4",1,1,65,"dog_implic","dog_implic","dog_control","negimp","implicature","target","distractor","L","dog_implic","Y","8/10/2015","14:35",1159,"M","35","english"
"1371","4",1,1,66,"lamp_control","lamp_foil","lamp_control","negimp","unambiguous","distractor","target","R","lamp_control","Y","8/10/2015","14:35",1027,"M","35","english"
"1372","4",1,1,67,"car_neg","car_pos","car_neg","negimp","negative","distractor","target","R","car_neg","Y","8/10/2015","14:35",763,"M","35","english"
"1373","4",1,1,68,"apple_pos","apple_pos","apple_neg","negimp","positive","target","distractor","R","apple_neg","N","8/10/2015","14:35",944,"M","35","english"
"1374","4",1,1,69,"bird_neg","bird_neg","bird_pos","negimp","negative","target","distractor","L","bird_neg","Y","8/10/2015","14:35",862,"M","35","english"
"1375","4",1,1,70,"banana_neg","banana_pos","banana_neg","negimp","negative","distractor","target","R","banana_neg","Y","8/10/2015","14:35",833.000000000001,"M","35","english"
"1376","4",1,1,71,"cat_pos","cat_neg","cat_pos","negimp","positive","distractor","target","L","cat_neg","N","8/10/2015","14:35",964,"M","35","english"
"1377","4",1,1,72,"cup_implic","cup_implic","cup_control","negimp","implicature","target","distractor","L","cup_implic","Y","8/10/2015","14:35",920,"M","35","english"
"1378","4",1,1,73,"bicycle_pos","bicycle_pos","bicycle_neg","negimp","positive","target","distractor","L","bicycle_pos","Y","8/10/2015","14:35",770,"M","35","english"
"1379","4",1,1,74,"lamp_control","lamp_control","lamp_foil","negimp","unambiguous","target","distractor","L","lamp_control","Y","8/10/2015","14:35",877,"M","35","english"
"1380","4",1,1,75,"cat_control","cat_foil","cat_control","negimp","unambiguous","distractor","target","R","cat_control","Y","8/10/2015","14:35",894,"M","35","english"
"1381","4",1,1,76,"flower_implic","flower_implic","flower_control","negimp","implicature","target","distractor","L","flower_implic","Y","8/10/2015","14:35",836,"M","35","english"
"1382","4",1,1,77,"car_pos","car_pos","car_neg","negimp","positive","target","distractor","L","car_pos","Y","8/10/2015","14:35",661,"M","35","english"
"1383","4",1,1,78,"cup_pos","cup_pos","cup_neg","negimp","positive","target","distractor","L","cup_pos","Y","8/10/2015","14:35",906,"M","35","english"
