"","subid","list","game.order","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","date","timestamp","rt","age","agegroup","gender"
"1309","072815-08",2,4,55,"teddybear_implic","teddybear_implic","teddybear_control","implicature","implicature","target","distractor","R","teddybear_control","N","7/28/2015","15:30",962,4.56,4,"M"
"1310","072815-08",2,4,56,"cookie_implic","cookie_control","cookie_implic","implicature","implicature","distractor","target","R","cookie_implic","Y","7/28/2015","15:30",802,4.56,4,"M"
"1311","072815-08",2,4,57,"cat_implic","cat_implic","cat_control","implicature","implicature","target","distractor","R","cat_control","N","7/28/2015","15:30",1879,4.56,4,"M"
"1312","072815-08",2,4,58,"apple_implic","apple_implic","apple_control","implicature","implicature","target","distractor","R","apple_control","N","7/28/2015","15:30",830,4.56,4,"M"
"1313","072815-08",2,4,59,"cup_implic","cup_control","cup_implic","implicature","implicature","distractor","target","R","cup_implic","Y","7/28/2015","15:30",1014,4.56,4,"M"
"1314","072815-08",2,4,60,"banana_implic","banana_control","banana_implic","implicature","implicature","distractor","target","R","banana_implic","Y","7/28/2015","15:30",1396,4.56,4,"M"
"1315","072815-08",2,4,1,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/28/2015","15:30",1351,4.56,4,"M"
"1316","072815-08",2,4,2,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/28/2015","15:30",1061,4.56,4,"M"
"1317","072815-08",2,4,3,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/28/2015","15:30",730,4.56,4,"M"
"1318","072815-08",2,4,4,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/28/2015","15:30",693,4.56,4,"M"
"1319","072815-08",2,4,5,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/28/2015","15:30",607,4.56,4,"M"
"1320","072815-08",2,4,6,"cup_inhib","cup_pos","cup_inhib","inhibition","inhib","distractor","target","L","cup_pos","N","7/28/2015","15:30",725,4.56,4,"M"
"1321","072815-08",2,4,7,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/28/2015","15:30",1690,4.56,4,"M"
"1322","072815-08",2,4,8,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/28/2015","15:30",803,4.56,4,"M"
"1323","072815-08",2,4,9,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","R","bird_inhib","N","7/28/2015","15:30",443,4.56,4,"M"
"1324","072815-08",2,4,10,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","7/28/2015","15:30",1702,4.56,4,"M"
"1325","072815-08",2,4,11,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/28/2015","15:30",1079,4.56,4,"M"
"1326","072815-08",2,4,12,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/28/2015","15:30",1164,4.56,4,"M"
"1327","072815-08",2,4,13,"bird_inhib","bird_pos","bird_inhib","inhibition","inhib","distractor","target","L","bird_pos","N","7/28/2015","15:30",1015,4.56,4,"M"
"1328","072815-08",2,4,14,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","7/28/2015","15:30",2289,4.56,4,"M"
"1329","072815-08",2,4,15,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/28/2015","15:30",1023,4.56,4,"M"
"1330","072815-08",2,4,16,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/28/2015","15:30",962,4.56,4,"M"
"1331","072815-08",2,4,17,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/28/2015","15:30",647,4.56,4,"M"
"1332","072815-08",2,4,18,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/28/2015","15:30",594,4.56,4,"M"
"1333","072815-08",2,4,19,"lamp_inhib","lamp_inhib","lamp_pos","inhibition","inhib","target","distractor","R","lamp_pos","N","7/28/2015","15:30",580,4.56,4,"M"
"1334","072815-08",2,4,20,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","7/28/2015","15:30",1366,4.56,4,"M"
"1335","072815-08",2,4,21,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/28/2015","15:30",1246,4.56,4,"M"
"1336","072815-08",2,4,22,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/28/2015","15:30",515,4.56,4,"M"
"1337","072815-08",2,4,23,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","R","cookie_inhib","N","7/28/2015","15:30",474,4.56,4,"M"
"1338","072815-08",2,4,24,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","7/28/2015","15:30",984,4.56,4,"M"
"1339","072815-08",2,4,25,"cookie_inhib","cookie_pos","cookie_inhib","inhibition","inhib","distractor","target","R","cookie_inhib","Y","7/28/2015","15:30",1315,4.56,4,"M"
"1340","072815-08",2,4,26,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/28/2015","15:30",1159,4.56,4,"M"
"1341","072815-08",2,4,27,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/28/2015","15:30",1458,4.56,4,"M"
"1342","072815-08",2,4,28,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/28/2015","15:30",683,4.56,4,"M"
"1343","072815-08",2,4,29,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","7/28/2015","15:30",1043,4.56,4,"M"
"1344","072815-08",2,4,30,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/28/2015","15:30",796,4.56,4,"M"
"1345","072815-08",2,4,31,"flower_inhib","flower_pos","flower_inhib","inhibition","inhib","distractor","target","R","flower_inhib","Y","7/28/2015","15:30",1315,4.56,4,"M"
"1346","072815-08",2,4,32,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","R","cat_inhib","N","7/28/2015","15:30",1219,4.56,4,"M"
"1347","072815-08",2,4,33,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","7/28/2015","15:30",940,4.56,4,"M"
"1348","072815-08",2,4,34,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","7/28/2015","15:30",742,4.56,4,"M"
"1349","072815-08",2,4,35,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/28/2015","15:30",1125,4.56,4,"M"
"1350","072815-08",2,4,36,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","7/28/2015","15:30",960,4.56,4,"M"
"1351","072815-08",2,4,37,"cat_inhib","cat_inhib","cat_pos","inhibition","inhib","target","distractor","R","cat_pos","N","7/28/2015","15:30",960,4.56,4,"M"
"1352","072815-08",2,4,38,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","R","bicycle_inhib","N","7/28/2015","15:30",3022,4.56,4,"M"
"1353","072815-08",2,4,39,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","7/28/2015","15:30",1448,4.56,4,"M"
"1354","072815-08",2,4,40,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/28/2015","15:30",823,4.56,4,"M"
"1355","072815-08",2,4,41,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/28/2015","15:30",808,4.56,4,"M"
"1356","072815-08",2,4,42,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","R","bicycle_inhib","N","7/28/2015","15:30",594,4.56,4,"M"
"1357","072815-08",2,4,43,"bicycle_inhib","bicycle_pos","bicycle_inhib","inhibition","inhib","distractor","target","L","bicycle_pos","N","7/28/2015","15:30",1589,4.56,4,"M"
"1358","072815-08",2,4,44,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/28/2015","15:30",2116,4.56,4,"M"
"1359","072815-08",2,4,45,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/28/2015","15:30",1008,4.56,4,"M"
"1360","072815-08",2,4,46,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","7/28/2015","15:30",843,4.56,4,"M"
"1361","072815-08",2,4,47,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/28/2015","15:30",771,4.56,4,"M"
"1362","072815-08",2,4,48,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","7/28/2015","15:30",704,4.56,4,"M"
"1363","072815-08",2,4,49,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/28/2015","15:30",732,4.56,4,"M"
"1364","072815-08",2,4,50,"banana_inhib","banana_pos","banana_inhib","inhibition","inhib","distractor","target","L","banana_pos","N","7/28/2015","15:30",874,4.56,4,"M"
"1365","072815-08",2,4,51,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","L","teddybear_inhib","N","7/28/2015","15:30",3198,4.56,4,"M"
"1366","072815-08",2,4,52,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/28/2015","15:30",1829,4.56,4,"M"
"1367","072815-08",2,4,53,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/28/2015","15:30",636,4.56,4,"M"
"1368","072815-08",2,4,54,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/28/2015","15:30",1910,4.56,4,"M"
"1369","072815-08",2,4,55,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","7/28/2015","15:30",960,4.56,4,"M"
"1370","072815-08",2,4,56,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","7/28/2015","15:30",892,4.56,4,"M"
"1371","072815-08",2,4,57,"teddybear_inhib","teddybear_inhib","teddybear_pos","inhibition","inhib","target","distractor","R","teddybear_pos","N","7/28/2015","15:30",894,4.56,4,"M"
"1372","072815-08",2,4,58,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","7/28/2015","15:30",1485,4.56,4,"M"
"1373","072815-08",2,4,59,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/28/2015","15:30",940,4.56,4,"M"
"1374","072815-08",2,4,60,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/28/2015","15:30",782,4.56,4,"M"
"1375","072815-08",2,4,61,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/28/2015","15:30",444,4.56,4,"M"
"1376","072815-08",2,4,62,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/28/2015","15:30",831,4.56,4,"M"
"1377","072815-08",2,4,63,"dog_inhib","dog_inhib","dog_pos","inhibition","inhib","target","distractor","L","dog_inhib","Y","7/28/2015","15:30",546,4.56,4,"M"
"1378","072815-08",2,4,64,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","7/28/2015","15:30",4189,4.56,4,"M"
"1379","072815-08",2,4,65,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/28/2015","15:30",843,4.56,4,"M"
"1380","072815-08",2,4,66,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/28/2015","15:30",778,4.56,4,"M"
"1381","072815-08",2,4,67,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","7/28/2015","15:30",1552,4.56,4,"M"
"1382","072815-08",2,4,68,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/28/2015","15:30",1767,4.56,4,"M"
"1383","072815-08",2,4,69,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/28/2015","15:30",786,4.56,4,"M"
"1384","072815-08",2,4,70,"car_inhib","car_inhib","car_pos","inhibition","inhib","target","distractor","L","car_inhib","Y","7/28/2015","15:30",1103,4.56,4,"M"
"1385","072815-08",2,4,71,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","7/28/2015","15:30",1525,4.56,4,"M"
"1386","072815-08",2,4,72,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","7/28/2015","15:30",958,4.56,4,"M"
"1387","072815-08",2,4,73,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","7/28/2015","15:30",639,4.56,4,"M"
"1388","072815-08",2,4,74,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","L","apple_inhib","N","7/28/2015","15:30",591,4.56,4,"M"
"1389","072815-08",2,4,75,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","7/28/2015","15:30",3180,4.56,4,"M"
"1390","072815-08",2,4,76,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","7/28/2015","15:30",634,4.56,4,"M"
"1391","072815-08",2,4,77,"apple_inhib","apple_pos","apple_inhib","inhibition","inhib","distractor","target","L","apple_pos","N","7/28/2015","15:30",510,4.56,4,"M"
"1392","072815-08",2,4,1,"cookie_neg","cookie_neg","cookie_pos","negation","negative","target","distractor","R","cookie_pos","N","7/28/2015","15:30",1496,4.56,4,"M"
"1393","072815-08",2,4,2,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","L","flower_neg","Y","7/28/2015","15:30",2687,4.56,4,"M"
"1394","072815-08",2,4,3,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","R","cat_neg","Y","7/28/2015","15:30",1183,4.56,4,"M"
"1395","072815-08",2,4,4,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","L","bicycle_neg","Y","7/28/2015","15:30",993.000000000001,4.56,4,"M"
"1396","072815-08",2,4,5,"lamp_pos","lamp_neg","lamp_pos","negation","positive","distractor","target","R","lamp_pos","Y","7/28/2015","15:30",1771,4.56,4,"M"
"1397","072815-08",2,4,6,"bird_pos","bird_neg","bird_pos","negation","positive","distractor","target","R","bird_pos","Y","7/28/2015","15:30",1048,4.56,4,"M"
"1398","072815-08",2,4,7,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","R","banana_neg","Y","7/28/2015","15:30",1660,4.56,4,"M"
"1399","072815-08",2,4,8,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","R","dog_neg","Y","7/28/2015","15:30",3552,4.56,4,"M"
"1400","072815-08",2,4,9,"apple_neg","apple_neg","apple_pos","negation","negative","target","distractor","L","apple_neg","Y","7/28/2015","15:30",1636,4.56,4,"M"
"1401","072815-08",2,4,10,"car_pos","car_pos","car_neg","negation","positive","target","distractor","L","car_pos","Y","7/28/2015","15:30",2985,4.56,4,"M"
"1402","072815-08",2,4,11,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","L","teddybear_pos","N","7/28/2015","15:30",1168,4.56,4,"M"
"1403","072815-08",2,4,12,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","L","cup_pos","N","7/28/2015","15:30",2494,4.56,4,"M"
"1404","072815-08",2,4,13,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y","7/28/2015","15:30",5874,4.56,4,"M"
"1405","072815-08",2,4,14,"cookie_neg","cookie_neg","cookie_pos","negation","negative","target","distractor","R","cookie_pos","N","7/28/2015","15:30",1718,4.56,4,"M"
"1406","072815-08",2,4,15,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","L","banana_pos","N","7/28/2015","15:30",1100,4.56,4,"M"
"1407","072815-08",2,4,16,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","R","dog_neg","N","7/28/2015","15:30",2897,4.56,4,"M"
"1408","072815-08",2,4,17,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N","7/28/2015","15:30",1063,4.56,4,"M"
"1409","072815-08",2,4,18,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","R","bicycle_pos","N","7/28/2015","15:30",1698,4.56,4,"M"
"1410","072815-08",2,4,19,"cup_pos","cup_pos","cup_neg","negation","positive","target","distractor","L","cup_pos","Y","7/28/2015","15:30",4690,4.56,4,"M"
"1411","072815-08",2,4,20,"lamp_pos","lamp_neg","lamp_pos","negation","positive","distractor","target","L","lamp_neg","N","7/28/2015","15:30",2802,4.56,4,"M"
"1412","072815-08",2,4,21,"car_neg","car_pos","car_neg","negation","negative","distractor","target","R","car_neg","Y","7/28/2015","15:30",5011,4.56,4,"M"
"1413","072815-08",2,4,22,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","R","cat_neg","Y","7/28/2015","15:30",1424,4.56,4,"M"
"1414","072815-08",2,4,23,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","R","flower_neg","N","7/28/2015","15:30",1603,4.56,4,"M"
"1415","072815-08",2,4,24,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y","7/28/2015","15:30",1476,4.56,4,"M"
"1416","072815-08",2,4,41,"lamp_implic","lamp_implic","lamp_control","implicature","implicature","target","distractor","L","lamp_implic","Y","7/28/2015","15:30",1111,4.56,4,"M"
"1417","072815-08",2,4,42,"apple_control","apple_foil","apple_control","implicature","unambiguous","distractor","target","L","apple_foil","N","7/28/2015","15:30",918,4.56,4,"M"
"1418","072815-08",2,4,43,"cookie_control","cookie_foil","cookie_control","implicature","unambiguous","distractor","target","R","cookie_control","Y","7/28/2015","15:30",978,4.56,4,"M"
"1419","072815-08",2,4,44,"cat_control","cat_foil","cat_control","implicature","unambiguous","distractor","target","R","cat_control","Y","7/28/2015","15:30",960,4.56,4,"M"
"1420","072815-08",2,4,29,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","R","cup_pos","N","7/28/2015","15:30",1921,4.56,4,"M"
"1421","072815-08",2,4,30,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","R","apple_pos","Y","7/28/2015","15:30",1563,4.56,4,"M"
"1422","072815-08",2,4,31,"cookie_neg","cookie_neg","cookie_pos","negation","negative","target","distractor","R","cookie_pos","N","7/28/2015","15:30",973,4.56,4,"M"
"1423","072815-08",2,4,32,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","R","teddybear_neg","N","7/28/2015","15:30",2193,4.56,4,"M"
"1424","072815-08",2,4,33,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","R","bird_neg","N","7/28/2015","15:30",1222,4.56,4,"M"
"1425","072815-08",2,4,34,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","R","cat_neg","Y","7/28/2015","15:30",423.000000000001,4.56,4,"M"
"1426","072815-08",2,4,35,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","R","banana_neg","Y","7/28/2015","15:30",317.000000000001,4.56,4,"M"
"1427","072815-08",2,4,36,"car_pos","car_pos","car_neg","negation","positive","target","distractor","R","car_neg","N","7/28/2015","15:30",610,4.56,4,"M"
"1428","072815-08",2,4,37,"car_pos","car_neg","car_pos","negation","positive","distractor","target","R","car_pos","Y","7/28/2015","15:30",705,4.56,4,"M"
"1429","072815-08",2,4,38,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","R","banana_neg","Y","7/28/2015","15:30",631.000000000001,4.56,4,"M"
"1430","072815-08",2,4,39,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","L","dog_pos","Y","7/28/2015","15:30",5002,4.56,4,"M"
"1431","072815-08",2,4,40,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y","7/28/2015","15:30",2405,4.56,4,"M"
"1432","072815-08",2,4,41,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","R","cup_pos","Y","7/28/2015","15:30",4915,4.56,4,"M"
"1433","072815-08",2,4,42,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","R","bird_neg","N","7/28/2015","15:30",303,4.56,4,"M"
"1434","072815-08",2,4,43,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","R","apple_pos","Y","7/28/2015","15:30",2958,4.56,4,"M"
"1435","072815-08",2,4,44,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","R","lamp_neg","Y","7/28/2015","15:30",3858,4.56,4,"M"
"1436","072815-08",2,4,45,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","R","cat_neg","Y","7/28/2015","15:30",1461,4.56,4,"M"
"1437","072815-08",2,4,46,"cookie_neg","cookie_neg","cookie_pos","negation","negative","target","distractor","L","cookie_neg","Y","7/28/2015","15:30",1336,4.56,4,"M"
"1438","072815-08",2,4,47,"bicycle_pos","bicycle_neg","bicycle_pos","negation","positive","distractor","target","R","bicycle_pos","Y","7/28/2015","15:30",1253,4.56,4,"M"
"1439","072815-08",2,4,48,"flower_pos","flower_neg","flower_pos","negation","positive","distractor","target","R","flower_pos","Y","7/28/2015","15:30",1104,4.56,4,"M"
"1440","072815-08",2,4,49,"banana_pos","banana_neg","banana_pos","negation","positive","distractor","target","R","banana_pos","Y","7/28/2015","15:30",1159,4.56,4,"M"
"1441","072815-08",2,4,50,"flower_neg","flower_pos","flower_neg","negation","negative","distractor","target","R","flower_neg","Y","7/28/2015","15:30",1301,4.56,4,"M"
"1442","072815-08",2,4,51,"bird_neg","bird_neg","bird_pos","negation","negative","target","distractor","L","bird_neg","Y","7/28/2015","15:30",1407,4.56,4,"M"
"1443","072815-08",2,4,52,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","R","apple_pos","Y","7/28/2015","15:30",2059,4.56,4,"M"
"1444","072815-08",2,4,53,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y","7/28/2015","15:30",1305,4.56,4,"M"
"1445","072815-08",2,4,54,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","L","bicycle_pos","N","7/28/2015","15:30",1122,4.56,4,"M"
"1446","072815-08",2,4,55,"cup_pos","cup_pos","cup_neg","negation","positive","target","distractor","R","cup_neg","N","7/28/2015","15:30",2373,4.56,4,"M"
"1447","072815-08",2,4,56,"car_neg","car_pos","car_neg","negation","negative","distractor","target","R","car_neg","Y","7/28/2015","15:30",3381,4.56,4,"M"
"1448","072815-08",2,4,57,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","7/28/2015","15:30",3826,4.56,4,"M"
"1449","072815-08",2,4,58,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y","7/28/2015","15:30",3714,4.56,4,"M"
"1450","072815-08",2,4,59,"cat_neg","cat_neg","cat_pos","negation","negative","target","distractor","L","cat_neg","Y","7/28/2015","15:30",2562,4.56,4,"M"
"1451","072815-08",2,4,60,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","L","dog_pos","Y","7/28/2015","15:30",1322,4.56,4,"M"
"1452","072815-08",2,4,26,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","L","flower_neg","Y","7/28/2015","15:30",1539,4.56,4,"M"
"1453","072815-08",2,4,27,"bicycle_pos","bicycle_pos","bicycle_neg","negation","positive","target","distractor","L","bicycle_pos","Y","7/28/2015","15:30",1579,4.56,4,"M"
"1454","072815-08",2,4,28,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","R","dog_neg","Y","7/28/2015","15:30",1543,4.56,4,"M"
"1455","072815-08",2,4,25,"lamp_pos","lamp_neg","lamp_pos","negation","positive","distractor","target","R","lamp_pos","Y","7/28/2015","15:30",1448,4.56,4,"M"
"1456","072915-09",1,1,1,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","7/29/2015","8:58",1609,4.25,4,"F"
"1457","072915-09",1,1,2,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","7/29/2015","8:58",1300,4.25,4,"F"
"1458","072915-09",1,1,3,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","7/29/2015","8:58",1032,4.25,4,"F"
"1459","072915-09",1,1,4,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","7/29/2015","8:58",894,4.25,4,"F"
"1460","072915-09",1,1,5,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","7/29/2015","8:58",729,4.25,4,"F"
"1461","072915-09",1,1,6,"apple_inhib","apple_pos","apple_inhib","inhibition","inhib","distractor","target","R","apple_inhib","Y","7/29/2015","8:58",1091,4.25,4,"F"
"1462","072915-09",1,1,7,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/29/2015","8:58",1176,4.25,4,"F"
"1463","072915-09",1,1,12,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","7/29/2015","8:58",871,4.25,4,"F"
"1464","072915-09",1,1,13,"car_inhib","car_inhib","car_pos","inhibition","inhib","target","distractor","L","car_inhib","Y","7/29/2015","8:58",1623,4.25,4,"F"
"1465","072915-09",1,1,14,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","7/29/2015","8:58",1134,4.25,4,"F"
"1466","072915-09",1,1,15,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","7/29/2015","8:58",704,4.25,4,"F"
"1467","072915-09",1,1,16,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","R","dog_inhib","N","7/29/2015","8:58",681,4.25,4,"F"
"1468","072915-09",1,1,17,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/29/2015","8:58",1011,4.25,4,"F"
"1469","072915-09",1,1,18,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","7/29/2015","8:58",1136,4.25,4,"F"
"1470","072915-09",1,1,19,"dog_inhib","dog_pos","dog_inhib","inhibition","inhib","distractor","target","R","dog_inhib","Y","7/29/2015","8:58",930,4.25,4,"F"
"1471","072915-09",1,1,20,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","7/29/2015","8:58",1110,4.25,4,"F"
"1472","072915-09",1,1,21,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/29/2015","8:58",925,4.25,4,"F"
"1473","072915-09",1,1,22,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","7/29/2015","8:58",1057,4.25,4,"F"
"1474","072915-09",1,1,23,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/29/2015","8:58",1083,4.25,4,"F"
