X1,subid,list,game.order,trial.num,word,leftpic,rightpic,game,trial.type,leftpic.type,rightpic.type,side.chosen,pic.chosen,response,date,timestamp,rt,response_numeric
4012,10,2,4,51,car_implic,car_implic,car_control,implicature,implicature,target,distractor,L,car_implic,Y,7/24/2015,08:26:00,1.172,1
4013,10,2,4,52,lamp_control,lamp_control,lamp_foil,implicature,unambiguous,target,distractor,L,lamp_control,Y,7/24/2015,08:26:00,1.1,1
4014,10,2,4,53,bicycle_control,bicycle_control,bicycle_foil,implicature,unambiguous,target,distractor,L,bicycle_control,Y,7/24/2015,08:26:00,1.384,1
4015,10,2,4,54,dog_implic,dog_control,dog_implic,implicature,implicature,distractor,target,R,dog_implic,Y,7/24/2015,08:26:00,1.067,1
4016,10,2,4,55,teddybear_implic,teddybear_implic,teddybear_control,implicature,implicature,target,distractor,L,teddybear_implic,Y,7/24/2015,08:26:00,0.791,1
4017,10,2,4,56,cookie_implic,cookie_control,cookie_implic,implicature,implicature,distractor,target,R,cookie_implic,Y,7/24/2015,08:26:00,1.26,1
4018,10,2,4,57,cat_implic,cat_implic,cat_control,implicature,implicature,target,distractor,L,cat_implic,Y,7/24/2015,08:26:00,0.86,1
4019,10,2,4,58,apple_control,apple_foil,apple_control,implicature,unambiguous,distractor,target,R,apple_control,Y,7/24/2015,08:26:00,1.707,1
4020,10,2,4,59,cup_implic,cup_control,cup_implic,implicature,implicature,distractor,target,R,cup_implic,Y,7/24/2015,08:26:00,1.406,1
4021,10,2,4,60,banana_control,banana_control,banana_foil,implicature,unambiguous,target,distractor,L,banana_control,Y,7/24/2015,08:26:00,0.903,1
4022,10,2,4,61,lamp_control,lamp_foil,lamp_control,implicature,unambiguous,distractor,target,R,lamp_control,Y,7/24/2015,08:26:00,1.167,1
4023,10,2,4,62,dog_implic,dog_implic,dog_control,implicature,implicature,target,distractor,L,dog_implic,Y,7/24/2015,08:26:00,0.739,1
4024,10,2,4,63,bird_control,bird_control,bird_foil,implicature,unambiguous,target,distractor,L,bird_control,Y,7/24/2015,08:26:00,1.325,1
4025,10,2,4,64,car_control,car_control,car_foil,implicature,unambiguous,target,distractor,L,car_control,Y,7/24/2015,08:26:00,0.986,1
4026,10,2,4,65,flower_control,flower_foil,flower_control,implicature,unambiguous,distractor,target,R,flower_control,Y,7/24/2015,08:26:00,1.07,1
4027,10,2,4,66,banana_implic,banana_implic,banana_control,implicature,implicature,target,distractor,L,banana_implic,Y,7/24/2015,08:26:00,1.236,1
4028,10,2,4,67,cat_implic,cat_implic,cat_control,implicature,implicature,target,distractor,L,cat_implic,Y,7/24/2015,08:26:00,1.396,1
4029,10,2,4,68,cup_implic,cup_control,cup_implic,implicature,implicature,distractor,target,R,cup_implic,Y,7/24/2015,08:26:00,1.393,1
4030,10,2,4,69,apple_control,apple_control,apple_foil,implicature,unambiguous,target,distractor,L,apple_control,Y,7/24/2015,08:26:00,2.193,1
4031,10,2,4,70,cookie_control,cookie_control,cookie_foil,implicature,unambiguous,target,distractor,L,cookie_control,Y,7/24/2015,08:26:00,1.762,1
4032,10,2,4,71,teddybear_control,teddybear_foil,teddybear_control,implicature,unambiguous,distractor,target,R,teddybear_control,Y,7/24/2015,08:26:00,1.154,1
4033,10,2,4,72,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,7/24/2015,08:26:00,1.481,1
4034,10,2,4,73,cat_implic,cat_implic,cat_control,implicature,implicature,target,distractor,L,cat_implic,Y,7/24/2015,08:26:00,1.17,1
4035,10,2,4,74,cup_control,cup_foil,cup_control,implicature,unambiguous,distractor,target,R,cup_control,Y,7/24/2015,08:26:00,0.973,1
4036,10,2,4,75,car_control,car_foil,car_control,implicature,unambiguous,distractor,target,R,car_control,Y,7/24/2015,08:26:00,0.956,1
4037,10,2,4,76,flower_control,flower_control,flower_foil,implicature,unambiguous,target,distractor,L,flower_control,Y,7/24/2015,08:26:00,1.646,1
4038,10,2,4,77,cookie_control,cookie_control,cookie_foil,implicature,unambiguous,target,distractor,L,cookie_control,Y,7/24/2015,08:26:00,1.571,1
4039,10,2,4,78,teddybear_implic,teddybear_implic,teddybear_control,implicature,implicature,target,distractor,L,teddybear_implic,Y,7/24/2015,08:26:00,2.73,1
4040,10,2,4,79,bird_control,bird_foil,bird_control,implicature,unambiguous,distractor,target,R,bird_control,Y,7/24/2015,08:26:00,3.036,1
4041,10,2,4,80,dog_control,dog_control,dog_foil,implicature,unambiguous,target,distractor,L,dog_control,Y,7/24/2015,08:26:00,1.232,1
4042,10,2,4,81,bicycle_control,bicycle_control,bicycle_foil,implicature,unambiguous,target,distractor,L,bicycle_control,Y,7/24/2015,08:26:00,5.45,1
4043,10,2,4,82,lamp_control,lamp_control,lamp_foil,implicature,unambiguous,target,distractor,L,lamp_control,Y,7/24/2015,08:26:00,1.34,1
4044,10,2,4,83,apple_control,apple_control,apple_foil,implicature,unambiguous,target,distractor,L,apple_control,Y,7/24/2015,08:26:00,1.597,1
4045,10,2,4,84,banana_implic,banana_implic,banana_control,implicature,implicature,target,distractor,L,banana_implic,Y,7/24/2015,08:26:00,0.911,1
4046,10,2,4,85,car_implic,car_control,car_implic,implicature,implicature,distractor,target,R,car_implic,Y,7/24/2015,08:26:00,2.824,1
4047,10,2,4,86,apple_control,apple_control,apple_foil,implicature,unambiguous,target,distractor,L,apple_control,Y,7/24/2015,08:26:00,1.757,1
4048,10,2,4,87,banana_control,banana_control,banana_foil,implicature,unambiguous,target,distractor,L,banana_control,Y,7/24/2015,08:26:00,1.084,1
4049,10,2,4,88,cat_control,cat_control,cat_foil,implicature,unambiguous,target,distractor,L,cat_control,Y,7/24/2015,08:26:00,1.11,1
4050,10,2,4,89,cookie_implic,cookie_implic,cookie_control,implicature,implicature,target,distractor,L,cookie_implic,Y,7/24/2015,08:26:00,2.22,1
4051,10,2,4,90,dog_implic,dog_control,dog_implic,implicature,implicature,distractor,target,R,dog_implic,Y,7/24/2015,08:26:00,2.277,1
4052,10,2,4,91,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,7/24/2015,08:26:00,1.676,1
4053,10,2,4,92,bird_control,bird_control,bird_foil,implicature,unambiguous,target,distractor,L,bird_control,Y,7/24/2015,08:26:00,1.97,1
4054,10,2,4,94,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,7/24/2015,08:26:00,0.99,1
4055,10,2,4,93,teddybear_implic,teddybear_implic,teddybear_control,implicature,implicature,target,distractor,L,teddybear_implic,Y,7/24/2015,08:26:00,1.307,1
4056,10,2,4,96,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,R,cup_control,N,7/24/2015,08:26:00,1.138,0
4057,10,2,4,95,lamp_implic,lamp_implic,lamp_control,implicature,implicature,target,distractor,L,lamp_implic,Y,7/24/2015,08:26:00,1.012,1
4058,10,2,4,97,teddybear_control,teddybear_foil,teddybear_control,implicature,unambiguous,distractor,target,R,teddybear_control,Y,7/24/2015,08:26:00,5.688,1
4059,10,2,4,98,cup_implic,cup_control,cup_implic,implicature,implicature,distractor,target,R,cup_implic,Y,7/24/2015,08:26:00,1.554,1
4060,10,2,4,99,bird_control,bird_foil,bird_control,implicature,unambiguous,distractor,target,R,bird_control,Y,7/24/2015,08:26:00,1.308,1
4061,10,2,4,100,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,7/24/2015,08:26:00,1.396,1
4062,10,2,4,101,bicycle_control,bicycle_foil,bicycle_control,implicature,unambiguous,distractor,target,R,bicycle_control,Y,7/24/2015,08:26:00,1.291,1
4063,10,2,4,102,cat_implic,cat_control,cat_implic,implicature,implicature,distractor,target,R,cat_implic,Y,7/24/2015,08:26:00,1.685,1
4064,10,2,4,103,car_implic,car_control,car_implic,implicature,implicature,distractor,target,R,car_implic,Y,7/24/2015,08:26:00,1.316,1
4065,10,2,4,104,cookie_implic,cookie_control,cookie_implic,implicature,implicature,distractor,target,R,cookie_implic,Y,7/24/2015,08:26:00,1.324,1
4066,10,2,4,105,banana_control,banana_control,banana_foil,implicature,unambiguous,target,distractor,L,banana_control,Y,7/24/2015,08:26:00,1.026,1
4067,10,2,4,106,lamp_implic,lamp_implic,lamp_control,implicature,implicature,target,distractor,R,lamp_control,N,7/24/2015,08:26:00,0.99,0
4068,10,2,4,107,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,7/24/2015,08:26:00,2.011,1
4069,10,2,4,108,apple_control,apple_foil,apple_control,implicature,unambiguous,distractor,target,R,apple_control,Y,7/24/2015,08:26:00,2.442,1
4070,10,2,4,109,bicycle_control,bicycle_foil,bicycle_control,implicature,unambiguous,distractor,target,R,bicycle_control,Y,7/24/2015,08:26:00,1.578,1
4071,10,2,4,110,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,7/24/2015,08:26:00,2.294,1
4072,10,2,4,111,banana_control,banana_foil,banana_control,implicature,unambiguous,distractor,target,R,banana_control,Y,7/24/2015,08:26:00,1.592,1
4073,10,2,4,112,bird_implic,bird_control,bird_implic,implicature,implicature,distractor,target,R,bird_implic,Y,7/24/2015,08:26:00,1.539,1
4074,10,2,4,113,cookie_implic,cookie_implic,cookie_control,implicature,implicature,target,distractor,L,cookie_implic,Y,7/24/2015,08:26:00,0.95,1
4075,10,2,4,114,lamp_control,lamp_control,lamp_foil,implicature,unambiguous,target,distractor,R,lamp_foil,N,7/24/2015,08:26:00,0.746,0
4076,10,2,4,115,teddybear_control,teddybear_foil,teddybear_control,implicature,unambiguous,distractor,target,R,teddybear_control,Y,7/24/2015,08:26:00,1.808,1
4077,10,2,4,116,car_implic,car_implic,car_control,implicature,implicature,target,distractor,L,car_implic,Y,7/24/2015,08:26:00,3.288,1
4078,10,2,4,117,apple_control,apple_control,apple_foil,implicature,unambiguous,target,distractor,L,apple_control,Y,7/24/2015,08:26:00,1.765,1
4079,10,2,4,118,cat_control,cat_foil,cat_control,implicature,unambiguous,distractor,target,R,cat_control,Y,7/24/2015,08:26:00,2.334,1
4080,10,2,4,119,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,7/24/2015,08:26:00,1.88,1
4081,10,2,4,120,flower_control,flower_foil,flower_control,implicature,unambiguous,distractor,target,R,flower_control,Y,7/24/2015,08:26:00,1.42,1
4082,10,2,4,1,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,08:26:00,1.18,1
4083,10,2,4,2,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,08:26:00,0.595,1
4084,10,2,4,3,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,R,cup_pos,Y,7/24/2015,08:26:00,0.863,1
4085,10,2,4,4,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,R,cup_pos,Y,7/24/2015,08:26:00,0.518,1
4086,10,2,4,5,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,08:26:00,0.601,1
4087,10,2,4,6,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,08:26:00,0.647,1
4088,10,2,4,7,cup_inhib,cup_inhib,cup_pos,inhibition,inhib,target,distractor,R,cup_pos,N,7/24/2015,08:26:00,0.474,0
4089,10,2,4,8,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/24/2015,08:26:00,1.981,1
4090,10,2,4,9,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/24/2015,08:26:00,0.481,1
4091,10,2,4,10,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,08:26:00,0.638,1
4092,10,2,4,11,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,08:26:00,0.602,1
4093,10,2,4,12,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,08:26:00,0.593,1
4094,10,2,4,13,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,08:26:00,0.672,1
4095,10,2,4,14,bird_inhib,bird_inhib,bird_pos,inhibition,inhib,target,distractor,L,bird_inhib,Y,7/24/2015,08:26:00,1.541,1
4096,10,2,4,15,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,7/24/2015,08:26:00,1.155,1
4097,10,2,4,16,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,7/24/2015,08:26:00,1.182,1
4098,10,2,4,17,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,7/24/2015,08:26:00,0.587,1
4099,10,2,4,18,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,7/24/2015,08:26:00,0.677,1
4100,10,2,4,19,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,7/24/2015,08:26:00,0.937,1
4101,10,2,4,20,lamp_inhib,lamp_inhib,lamp_pos,inhibition,inhib,target,distractor,L,lamp_inhib,Y,7/24/2015,08:26:00,1.07,1
4102,10,2,4,21,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,08:26:00,1.126,1
4103,10,2,4,23,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,08:26:00,0.832,1
4104,10,2,4,22,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,08:26:00,0.546,1
4105,10,2,4,24,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,08:26:00,0.56,1
4106,10,2,4,25,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,08:26:00,0.667,1
4107,10,2,4,26,cookie_inhib,cookie_pos,cookie_inhib,inhibition,inhib,distractor,target,R,cookie_inhib,Y,7/24/2015,08:26:00,1.081,1
4108,10,2,4,27,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/24/2015,08:26:00,1.668,1
4109,10,2,4,28,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,08:26:00,1.01,1
4110,10,2,4,29,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/24/2015,08:26:00,0.542,1
4111,10,2,4,30,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/24/2015,08:26:00,0.602,1
4112,10,2,4,31,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/24/2015,08:26:00,0.594,1
4113,10,2,4,32,flower_inhib,flower_inhib,flower_pos,inhibition,inhib,target,distractor,L,flower_inhib,Y,7/24/2015,08:26:00,0.947,1
4114,10,2,4,33,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,08:26:00,1.334,1
4115,10,2,4,34,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,08:26:00,0.616,1
4116,10,2,4,35,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,08:26:00,0.571,1
4117,10,2,4,36,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,R,cat_inhib,N,7/24/2015,08:26:00,0.614,0
4118,10,2,4,37,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,08:26:00,0.836,1
4119,10,2,4,38,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,08:26:00,1.182,1
4120,10,2,4,39,cat_inhib,cat_pos,cat_inhib,inhibition,inhib,distractor,target,R,cat_inhib,Y,7/24/2015,08:26:00,1.059,1
4121,10,2,4,40,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,08:26:00,1.135,1
4122,10,2,4,41,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,08:26:00,0.54,1
4123,10,2,4,42,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,08:26:00,0.705,1
4124,10,2,4,43,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,08:26:00,0.67,1
4125,10,2,4,44,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,08:26:00,0.634,1
4126,10,2,4,45,bicycle_inhib,bicycle_pos,bicycle_inhib,inhibition,inhib,distractor,target,R,bicycle_inhib,Y,7/24/2015,08:26:00,1.336,1
4127,10,2,4,46,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,08:26:00,0.946,1
4128,10,2,4,47,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,7/24/2015,08:26:00,0.902,1
4129,10,2,4,48,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,08:26:00,0.56,1
4130,10,2,4,49,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,08:26:00,0.671,1
4131,10,2,4,50,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,7/24/2015,08:26:00,0.568,1
4132,10,2,4,51,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,08:26:00,0.627,1
4133,10,2,4,52,banana_inhib,banana_pos,banana_inhib,inhibition,inhib,distractor,target,R,banana_inhib,Y,7/24/2015,08:26:00,0.89,1
4134,10,2,4,53,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,08:26:00,1.026,1
4135,10,2,4,54,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/24/2015,08:26:00,0.685,1
4136,10,2,4,55,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,08:26:00,0.596,1
4137,10,2,4,56,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/24/2015,08:26:00,0.879,1
4138,10,2,4,57,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,08:26:00,0.55,1
4139,10,2,4,58,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,08:26:00,0.798,1
4140,10,2,4,59,teddybear_inhib,teddybear_inhib,teddybear_pos,inhibition,inhib,target,distractor,L,teddybear_inhib,Y,7/24/2015,08:26:00,1.056,1
4141,10,2,4,61,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,08:26:00,0.986,1
4142,10,2,4,60,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/24/2015,08:26:00,1.18,1
4143,10,2,4,62,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/24/2015,08:26:00,0.64,1
4144,10,2,4,63,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,08:26:00,0.81,1
4145,10,2,4,64,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,08:26:00,0.751,1
4146,10,2,4,65,dog_inhib,dog_inhib,dog_pos,inhibition,inhib,target,distractor,L,dog_inhib,Y,7/24/2015,08:26:00,0.909,1
4147,10,2,4,66,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,08:26:00,1.598,1
4148,10,2,4,67,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,08:26:00,0.658,1
4149,10,2,4,68,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,08:26:00,0.667,1
4150,10,2,4,69,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,08:26:00,0.812,1
4151,10,2,4,70,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,08:26:00,0.94,1
4152,10,2,4,71,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,08:26:00,0.878,1
4153,10,2,4,72,car_inhib,car_pos,car_inhib,inhibition,inhib,distractor,target,R,car_inhib,Y,7/24/2015,08:26:00,0.866,1
4154,10,2,4,73,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,08:26:00,1.394,1
4155,10,2,4,74,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/24/2015,08:26:00,1.529,1
4156,10,2,4,75,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,08:26:00,0.91,1
4157,10,2,4,76,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,08:26:00,0.644,1
4158,10,2,4,77,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,08:26:00,0.718,1
4159,10,2,4,78,apple_inhib,apple_inhib,apple_pos,inhibition,inhib,target,distractor,L,apple_inhib,Y,7/24/2015,08:26:00,0.769,1
4160,10,2,4,79,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,08:26:00,1.113,1
4161,10,2,4,80,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,08:26:00,0.567,1
4162,10,2,4,81,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,08:26:00,0.636,1
4163,10,2,4,82,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,08:26:00,0.63,1
4164,10,2,4,83,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,08:26:00,0.754,1
4165,10,2,4,84,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,08:26:00,0.678,1
4166,10,2,4,85,car_inhib,car_pos,car_inhib,inhibition,inhib,distractor,target,R,car_inhib,Y,7/24/2015,08:26:00,1.181,1
4167,10,2,4,86,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/24/2015,08:26:00,1.591,1
4168,10,2,4,87,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,08:26:00,0.634,1
4169,10,2,4,88,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,08:26:00,0.63,1
4170,10,2,4,89,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/24/2015,08:26:00,0.646,1
4171,10,2,4,90,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,08:26:00,0.684,1
4172,10,2,4,91,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,08:26:00,0.732,1
4173,10,2,4,92,bird_inhib,bird_pos,bird_inhib,inhibition,inhib,distractor,target,R,bird_inhib,Y,7/24/2015,08:26:00,1.547,1
4174,10,2,4,93,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/24/2015,08:26:00,0.83,1
4175,10,2,4,94,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,08:26:00,0.644,1
4176,10,2,4,95,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,08:26:00,0.602,1
4177,10,2,4,96,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/24/2015,08:26:00,1.097,1
4178,10,2,4,97,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,08:26:00,0.787,1
4179,10,2,4,98,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,08:26:00,0.766,1
4180,10,2,4,99,dog_inhib,dog_inhib,dog_pos,inhibition,inhib,target,distractor,L,dog_inhib,Y,7/24/2015,08:26:00,1.041,1
4181,10,2,4,100,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,08:26:00,0.838,1
4182,10,2,4,101,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/24/2015,08:26:00,0.625,1
4183,10,2,4,102,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,08:26:00,0.568,1
4184,10,2,4,103,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/24/2015,08:26:00,0.626,1
4185,10,2,4,104,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/24/2015,08:26:00,0.578,1
4186,10,2,4,105,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,08:26:00,0.694,1
4187,10,2,4,106,apple_inhib,apple_inhib,apple_pos,inhibition,inhib,target,distractor,L,apple_inhib,Y,7/24/2015,08:26:00,0.795,1
4188,10,2,4,107,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,08:26:00,1.152,1
4189,10,2,4,108,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,08:26:00,0.562,1
4190,10,2,4,109,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/24/2015,08:26:00,0.667,1
4191,10,2,4,110,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,08:26:00,0.569,1
4192,10,2,4,111,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,08:26:00,0.548,1
4193,10,2,4,112,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,08:26:00,0.597,1
4194,10,2,4,113,flower_inhib,flower_inhib,flower_pos,inhibition,inhib,target,distractor,L,flower_inhib,Y,7/24/2015,08:26:00,0.985,1
4195,10,2,4,114,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,08:26:00,0.681,1
4196,10,2,4,115,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,08:26:00,0.574,1
4197,10,2,4,116,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/24/2015,08:26:00,0.66,1
4198,10,2,4,117,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,08:26:00,0.536,1
