"","subid","list","game.order","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","date","timestamp","rt","age","agegroup","gender","english"
"3205","111215_1",1,3,43,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","11/12/2015","14:46",1723,4.66,4,"F",100
"3206","111215_1",1,3,11,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y","11/12/2015","14:46",2179,4.66,4,"F",100
"3207","111215_1",1,3,34,"bicycle_pos","bicycle_pos","bicycle_neg","negation","positive","target","distractor","L","bicycle_pos","Y","11/12/2015","14:46",297,4.66,4,"F",100
"3208","111215_1",1,3,51,"car_pos","car_pos","car_neg","negation","positive","target","distractor","L","car_pos","Y","11/12/2015","14:46",2152,4.66,4,"F",100
"3209","111215_1",1,3,41,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y","11/12/2015","14:46",45,4.66,4,"F",100
"3210","111215_1",1,3,45,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","11/12/2015","14:46",1126,4.66,4,"F",100
"3211","111215_1",1,3,6,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","L","cup_neg","Y","11/12/2015","14:46",2439,4.66,4,"F",100
"3212","111215_1",1,3,49,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","R","flower_inhib","N","11/12/2015","14:46",1449,4.66,4,"F",100
"3213","111215_1",1,3,16,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","11/12/2015","14:46",2031,4.66,4,"F",100
"3214","111215_1",1,3,50,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y","11/12/2015","14:46",3441,4.66,4,"F",100
"3215","111215_1",1,3,15,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","11/12/2015","14:46",1986,4.66,4,"F",100
"3216","111215_1",1,3,47,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","11/12/2015","14:46",1893,4.66,4,"F",100
"3217","111215_1",1,3,48,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","L","apple_neg","N","11/12/2015","14:46",292,4.66,4,"F",100
"3218","111215_1",1,3,14,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","R","bicycle_neg","Y","11/12/2015","14:46",1790,4.66,4,"F",100
"3219","111215_1",1,3,15,"cookie_pos","cookie_neg","cookie_pos","negation","positive","distractor","target","R","cookie_pos","Y","11/12/2015","14:46",1849,4.66,4,"F",100
"3220","111215_1",1,3,65,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","11/12/2015","14:46",2159,4.66,4,"F",100
"3221","111215_1",1,3,44,"bird_pos","bird_neg","bird_pos","negation","positive","distractor","target","R","bird_pos","Y","11/12/2015","14:46",1825,4.66,4,"F",100
"3222","111215_1",1,3,10,"bird_neg","bird_neg","bird_pos","negation","negative","target","distractor","L","bird_neg","Y","11/12/2015","14:46",3040,4.66,4,"F",100
"3223","111215_1",1,3,61,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","11/12/2015","14:46",2124,4.66,4,"F",100
"3224","111215_1",1,3,38,"flower_neg","flower_pos","flower_neg","negation","negative","distractor","target","R","flower_neg","Y","11/12/2015","14:46",2368,4.66,4,"F",100
"3225","111215_1",1,3,18,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y","11/12/2015","14:46",2568,4.66,4,"F",100
"3226","111215_1",1,3,14,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","11/12/2015","14:46",2989,4.66,4,"F",100
"3227","111215_1",1,3,33,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","L","dog_pos","Y","11/12/2015","14:46",2076,4.66,4,"F",100
"3228","111215_1",1,3,51,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","11/12/2015","14:46",294,4.66,4,"F",100
"3229","111215_1",1,3,24,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","L","teddybear_inhib","N","11/12/2015","14:46",45,4.66,4,"F",100
"3230","111215_1",1,3,25,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","11/12/2015","14:46",3985,4.66,4,"F",100
"3231","111215_1",1,3,32,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","11/12/2015","14:46",1506,4.66,4,"F",100
"3232","111215_1",1,3,39,"bicycle_inhib","bicycle_inhib","bicycle_pos","inhibition","inhib","target","distractor","R","bicycle_pos","N","11/12/2015","14:46",48,4.66,4,"F",100
"3233","111215_1",1,3,40,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","11/12/2015","14:46",1803,4.66,4,"F",100
"3234","111215_1",1,3,62,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","11/12/2015","14:46",1854,4.66,4,"F",100
"3235","111215_1",1,3,42,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","L","cup_neg","Y","11/12/2015","14:46",37.0000000000007,4.66,4,"F",100
"3236","111215_1",1,3,49,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","L","cup_pos","N","11/12/2015","14:46",34.0000000000007,4.66,4,"F",100
"3237","111215_1",1,3,13,"car_inhib","car_pos","car_inhib","inhibition","inhib","distractor","target","R","car_inhib","Y","11/12/2015","14:46",292,4.66,4,"F",100
"3238","111215_1",1,3,12,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","11/12/2015","14:46",2191,4.66,4,"F",100
"3239","111215_1",1,3,20,"cup_pos","cup_pos","cup_neg","negation","positive","target","distractor","L","cup_pos","Y","11/12/2015","14:46",2695,4.66,4,"F",100
"3240","111215_1",1,3,57,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","L","bicycle_pos","N","11/12/2015","14:46",3371,4.66,4,"F",100
"3241","111215_1",1,3,35,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","11/12/2015","14:46",1426,4.66,4,"F",100
"3242","111215_1",1,3,16,"cat_pos","cat_pos","cat_neg","negation","positive","target","distractor","L","cat_pos","Y","11/12/2015","14:46",2285,4.66,4,"F",100
"3243","111215_1",1,3,46,"cat_inhib","cat_inhib","cat_pos","inhibition","inhib","target","distractor","L","cat_inhib","Y","11/12/2015","14:46",3039,4.66,4,"F",100
"3244","111215_1",1,3,29,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","11/12/2015","14:46",46,4.66,4,"F",100
"3245","111215_1",1,3,35,"flower_neg","flower_pos","flower_neg","negation","negative","distractor","target","L","flower_pos","N","11/12/2015","14:46",81.0000000000005,4.66,4,"F",100
"3246","111215_1",1,3,36,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","11/12/2015","14:46",1119,4.66,4,"F",100
"3247","111215_1",1,3,37,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","11/12/2015","14:46",1130,4.66,4,"F",100
"3248","111215_1",1,3,9,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y","11/12/2015","14:46",293,4.66,4,"F",100
"3249","111215_1",1,3,5,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","11/12/2015","14:46",291,4.66,4,"F",100
"3250","111215_1",1,3,50,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","11/12/2015","14:46",956,4.66,4,"F",100
"3251","111215_1",1,3,11,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","11/12/2015","14:46",296,4.66,4,"F",100
"3252","111215_1",1,3,19,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N","11/12/2015","14:46",1244,4.66,4,"F",100
"3253","111215_1",1,3,26,"teddybear_inhib","teddybear_pos","teddybear_inhib","inhibition","inhib","distractor","target","R","teddybear_inhib","Y","11/12/2015","14:46",2051,4.66,4,"F",100
"3254","111215_1",1,3,30,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","11/12/2015","14:46",2727,4.66,4,"F",100
"3255","111215_1",1,3,53,"dog_neg","dog_neg","dog_pos","negation","negative","target","distractor","L","dog_neg","Y","11/12/2015","14:46",3698,4.66,4,"F",100
"3256","111215_1",1,3,21,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","11/12/2015","14:46",1006,4.66,4,"F",100
"3257","111215_1",1,3,37,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","R","teddybear_neg","Y","11/12/2015","14:46",3436,4.66,4,"F",100
"3258","111215_1",1,3,32,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","R","cup_neg","Y","11/12/2015","14:46",1694,4.66,4,"F",100
"3259","111215_1",1,3,33,"banana_inhib","banana_pos","banana_inhib","inhibition","inhib","distractor","target","L","banana_pos","N","11/12/2015","14:46",294,4.66,4,"F",100
"3260","111215_1",1,3,43,"bicycle_pos","bicycle_neg","bicycle_pos","negation","positive","distractor","target","R","bicycle_pos","Y","11/12/2015","14:46",7207,4.66,4,"F",100
"3261","111215_1",1,3,7,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","11/12/2015","14:46",2840,4.66,4,"F",100
"3262","111215_1",1,3,2,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","L","apple_inhib","N","11/12/2015","14:46",295,4.66,4,"F",100
"3263","111215_1",1,3,48,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","11/12/2015","14:46",1681,4.66,4,"F",100
"3264","111215_1",1,3,9,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","11/12/2015","14:46",1143,4.66,4,"F",100
"3265","111215_1",1,3,54,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y","11/12/2015","14:46",297,4.66,4,"F",100
"3266","111215_1",1,3,44,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","11/12/2015","14:46",296,4.66,4,"F",100
"3267","111215_1",1,3,27,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","11/12/2015","14:46",2001,4.66,4,"F",100
"3268","111215_1",1,3,21,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y","11/12/2015","14:46",2994,4.66,4,"F",100
"3269","111215_1",1,3,34,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","11/12/2015","14:46",2540,4.66,4,"F",100
"3270","111215_1",1,3,8,"lamp_neg","lamp_neg","lamp_pos","negation","negative","target","distractor","L","lamp_neg","Y","11/12/2015","14:46",1859,4.66,4,"F",100
"3271","111215_1",1,3,36,"lamp_pos","lamp_neg","lamp_pos","negation","positive","distractor","target","L","lamp_neg","N","11/12/2015","14:46",47,4.66,4,"F",100
"3272","111215_1",1,3,7,"bicycle_pos","bicycle_pos","bicycle_neg","negation","positive","target","distractor","L","bicycle_pos","Y","11/12/2015","14:46",1682,4.66,4,"F",100
"3273","111215_1",1,3,8,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","11/12/2015","14:46",1306,4.66,4,"F",100
"3274","111215_1",1,3,6,"apple_inhib","apple_inhib","apple_pos","inhibition","inhib","target","distractor","L","apple_inhib","Y","11/12/2015","14:46",48,4.66,4,"F",100
"3275","111215_1",1,3,22,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","L","dog_pos","Y","11/12/2015","14:46",1810,4.66,4,"F",100
"3276","111215_1",1,3,31,"apple_neg","apple_pos","apple_neg","negation","negative","distractor","target","R","apple_neg","Y","11/12/2015","14:46",2705,4.66,4,"F",100
"3277","111215_1",1,3,17,"lamp_neg","lamp_neg","lamp_pos","negation","negative","target","distractor","L","lamp_neg","Y","11/12/2015","14:46",1791,4.66,4,"F",100
"3278","111215_1",1,3,52,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","R","flower_inhib","N","11/12/2015","14:46",44,4.66,4,"F",100
"3279","111215_1",1,3,59,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","11/12/2015","14:46",1491,4.66,4,"F",100
"3280","111215_1",1,3,55,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N","11/12/2015","14:46",31.9999999999998,4.66,4,"F",100
"3281","111215_1",1,3,30,"cookie_pos","cookie_neg","cookie_pos","negation","positive","distractor","target","L","cookie_neg","N","11/12/2015","14:46",43,4.66,4,"F",100
"3282","111215_1",1,3,31,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","11/12/2015","14:46",1512,4.66,4,"F",100
"3283","111215_1",1,3,4,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","11/12/2015","14:46",2940,4.66,4,"F",100
"3284","111215_1",1,3,56,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","R","lamp_neg","Y","11/12/2015","14:46",4207,4.66,4,"F",100
"3285","111215_1",1,3,23,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","L","banana_pos","N","11/12/2015","14:46",6856,4.66,4,"F",100
"3286","111215_1",1,3,3,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","11/12/2015","14:46",2719,4.66,4,"F",100
"3287","111215_1",1,3,28,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","L","banana_inhib","N","11/12/2015","14:46",297,4.66,4,"F",100
"3288","111215_1",1,3,47,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","11/12/2015","14:46",1935,4.66,4,"F",100
"3289","111215_1",1,3,57,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","11/12/2015","14:46",2112,4.66,4,"F",100
"3290","111215_1",1,3,53,"flower_inhib","flower_inhib","flower_pos","inhibition","inhib","target","distractor","R","flower_pos","N","11/12/2015","14:46",44,4.66,4,"F",100
"3291","111215_1",1,3,28,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N","11/12/2015","14:46",25.9999999999998,4.66,4,"F",100
"3292","111215_1",1,3,1,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","11/12/2015","14:46",2621,4.66,4,"F",100
"3293","111215_1",1,3,60,"cookie_inhib","cookie_pos","cookie_inhib","inhibition","inhib","distractor","target","R","cookie_inhib","Y","11/12/2015","14:46",2210,4.66,4,"F",100
"3294","111215_1",1,3,10,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","11/12/2015","14:46",894,4.66,4,"F",100
"3295","111215_1",1,3,55,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","11/12/2015","14:46",1681,4.66,4,"F",100
"3296","111215_1",1,3,58,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","11/12/2015","14:46",1165,4.66,4,"F",100
"3297","111215_1",1,3,24,"car_neg","car_pos","car_neg","negation","negative","distractor","target","L","car_pos","N","11/12/2015","14:46",27.9999999999995,4.66,4,"F",100
"3298","111215_1",1,3,29,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y","11/12/2015","14:46",46,4.66,4,"F",100
"3299","111215_1",1,3,25,"car_neg","car_neg","car_pos","negation","negative","target","distractor","R","car_pos","N","11/12/2015","14:46",1449,4.66,4,"F",100
"3300","111215_1",1,3,27,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","L","cat_pos","N","11/12/2015","14:46",1613,4.66,4,"F",100
"3301","111215_1",1,3,60,"cookie_neg","cookie_pos","cookie_neg","negation","negative","distractor","target","R","cookie_neg","Y","11/12/2015","14:46",27.0000000000005,4.66,4,"F",100
"3302","111215_1",1,3,56,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","11/12/2015","14:46",1563,4.66,4,"F",100
"3303","111215_1",1,3,54,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","11/12/2015","14:46",8002,4.66,4,"F",100
"3304","111215_1",1,3,26,"banana_pos","banana_neg","banana_pos","negation","positive","distractor","target","R","banana_pos","Y","11/12/2015","14:46",296,4.66,4,"F",100
"3305","111215_1",1,3,59,"flower_neg","flower_pos","flower_neg","negation","negative","distractor","target","R","flower_neg","Y","11/12/2015","14:46",4371,4.66,4,"F",100
"3306","111215_1",1,3,58,"cat_neg","cat_neg","cat_pos","negation","negative","target","distractor","L","cat_neg","Y","11/12/2015","14:46",6.00000000000085,4.66,4,"F",100
"3307","111215_4",2,3,48,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y","11/12/2015","15:24",2433,4.24,4,"M",100
"3308","111215_4",2,3,55,"cup_pos","cup_pos","cup_neg","negation","positive","target","distractor","L","cup_pos","Y","11/12/2015","15:24",1496,4.24,4,"M",100
"3309","111215_4",2,3,52,"apple_neg","apple_neg","apple_pos","negation","negative","target","distractor","L","apple_neg","Y","11/12/2015","15:24",2123,4.24,4,"M",100
"3310","111215_4",2,3,18,"bicycle_pos","bicycle_neg","bicycle_pos","negation","positive","distractor","target","R","bicycle_pos","Y","11/12/2015","15:24",2096,4.24,4,"M",100
"3311","111215_4",2,3,23,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y","11/12/2015","15:24",1917,4.24,4,"M",100
"3312","111215_4",2,3,2,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y","11/12/2015","15:24",2584,4.24,4,"M",100
"3313","111215_4",2,3,51,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","R","bird_neg","N","11/12/2015","15:24",348,4.24,4,"M",100
"3314","111215_4",2,3,17,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N","11/12/2015","15:24",1870,4.24,4,"M",100
"3315","111215_4",2,3,9,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","R","apple_pos","Y","11/12/2015","15:24",2091,4.24,4,"M",100
"3316","111215_4",2,3,49,"banana_neg","banana_neg","banana_pos","negation","negative","target","distractor","R","banana_pos","N","11/12/2015","15:24",2307,4.24,4,"M",100
"3317","111215_4",2,3,1,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","11/12/2015","15:24",4989,4.24,4,"M",100
"3318","111215_4",2,3,43,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","R","apple_pos","Y","11/12/2015","15:24",5617,4.24,4,"M",100
"3319","111215_4",2,3,47,"bicycle_pos","bicycle_neg","bicycle_pos","negation","positive","distractor","target","R","bicycle_pos","Y","11/12/2015","15:24",3681,4.24,4,"M",100
"3320","111215_4",2,3,56,"car_pos","car_neg","car_pos","negation","positive","distractor","target","R","car_pos","Y","11/12/2015","15:24",1454,4.24,4,"M",100
"3321","111215_4",2,3,3,"cat_pos","cat_pos","cat_neg","negation","positive","target","distractor","L","cat_pos","Y","11/12/2015","15:24",3794,4.24,4,"M",100
"3322","111215_4",2,3,11,"teddybear_neg","teddybear_neg","teddybear_pos","negation","negative","target","distractor","R","teddybear_pos","N","11/12/2015","15:24",4868,4.24,4,"M",100
"3323","111215_4",2,3,12,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","R","cup_pos","Y","11/12/2015","15:24",2915,4.24,4,"M",100
"3324","111215_4",2,3,28,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","R","dog_neg","Y","11/12/2015","15:24",992,4.24,4,"M",100
"3325","111215_4",2,3,10,"car_pos","car_pos","car_neg","negation","positive","target","distractor","L","car_pos","Y","11/12/2015","15:24",1746,4.24,4,"M",100
"3326","111215_4",2,3,4,"bicycle_pos","bicycle_pos","bicycle_neg","negation","positive","target","distractor","L","bicycle_pos","Y","11/12/2015","15:24",2585,4.24,4,"M",100
"3327","111215_4",2,3,44,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","L","lamp_pos","N","11/12/2015","15:24",2117,4.24,4,"M",100
"3328","111215_4",2,3,16,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","R","dog_neg","Y","11/12/2015","15:24",1856,4.24,4,"M",100
"3329","111215_4",2,3,50,"flower_pos","flower_neg","flower_pos","negation","positive","distractor","target","L","flower_neg","N","11/12/2015","15:24",1864,4.24,4,"M",100
"3330","111215_4",2,3,19,"cup_pos","cup_pos","cup_neg","negation","positive","target","distractor","L","cup_pos","Y","11/12/2015","15:24",1875,4.24,4,"M",100
"3331","111215_4",2,3,53,"lamp_neg","lamp_neg","lamp_pos","negation","negative","target","distractor","L","lamp_neg","Y","11/12/2015","15:24",31.9999999999973,4.24,4,"M",100
"3332","111215_4",2,3,46,"cookie_neg","cookie_neg","cookie_pos","negation","negative","target","distractor","L","cookie_neg","Y","11/12/2015","15:24",1982,4.24,4,"M",100
"3333","111215_4",2,3,8,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","L","dog_pos","N","11/12/2015","15:24",3219,4.24,4,"M",100
"3334","111215_4",2,3,6,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y","11/12/2015","15:24",3610,4.24,4,"M",100
"3335","111215_4",2,3,45,"cat_neg","cat_neg","cat_pos","negation","negative","target","distractor","R","cat_pos","N","11/12/2015","15:24",860.000000000001,4.24,4,"M",100
"3336","111215_4",2,3,57,"cookie_pos","cookie_neg","cookie_pos","negation","positive","distractor","target","R","cookie_pos","Y","11/12/2015","15:24",1997,4.24,4,"M",100
"3337","111215_4",2,3,32,"teddybear_neg","teddybear_neg","teddybear_pos","negation","negative","target","distractor","R","teddybear_pos","N","11/12/2015","15:24",1376,4.24,4,"M",100
"3338","111215_4",2,3,58,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","L","teddybear_pos","N","11/12/2015","15:24",1010,4.24,4,"M",100
"3339","111215_4",2,3,5,"lamp_pos","lamp_neg","lamp_pos","negation","positive","distractor","target","R","lamp_pos","Y","11/12/2015","15:24",3584,4.24,4,"M",100
"3340","111215_4",2,3,34,"cat_neg","cat_neg","cat_pos","negation","negative","target","distractor","R","cat_pos","N","11/12/2015","15:24",3430,4.24,4,"M",100
"3341","111215_4",2,3,20,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y","11/12/2015","15:24",2275,4.24,4,"M",100
"3342","111215_4",2,3,15,"banana_neg","banana_neg","banana_pos","negation","negative","target","distractor","L","banana_neg","Y","11/12/2015","15:24",2753,4.24,4,"M",100
"3343","111215_4",2,3,21,"car_pos","car_pos","car_neg","negation","positive","target","distractor","R","car_neg","N","11/12/2015","15:24",1356,4.24,4,"M",100
"3344","111215_4",2,3,22,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y","11/12/2015","15:24",2858,4.24,4,"M",100
"3345","111215_4",2,3,35,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","L","banana_pos","N","11/12/2015","15:24",1186,4.24,4,"M",100
"3346","111215_4",2,3,33,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y","11/12/2015","15:24",1550,4.24,4,"M",100
"3347","111215_4",2,3,7,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","L","banana_pos","N","11/12/2015","15:24",19053,4.24,4,"M",100
"3348","111215_4",2,3,40,"teddybear_neg","teddybear_neg","teddybear_pos","negation","negative","target","distractor","R","teddybear_pos","N","11/12/2015","15:24",1392,4.24,4,"M",100
"3349","111215_4",2,3,36,"car_neg","car_neg","car_pos","negation","negative","target","distractor","R","car_pos","N","11/12/2015","15:24",1531,4.24,4,"M",100
"3350","111215_4",2,3,24,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","R","teddybear_neg","N","11/12/2015","15:24",1390,4.24,4,"M",100
"3351","111215_4",2,3,30,"apple_neg","apple_pos","apple_neg","negation","negative","distractor","target","R","apple_neg","Y","11/12/2015","15:24",826.999999999998,4.24,4,"M",100
"3352","111215_4",2,3,42,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","R","bird_neg","N","11/12/2015","15:24",225,4.24,4,"M",100
"3353","111215_4",2,3,13,"apple_neg","apple_pos","apple_neg","negation","negative","distractor","target","L","apple_pos","N","11/12/2015","15:24",2261,4.24,4,"M",100
"3354","111215_4",2,3,14,"cookie_neg","cookie_neg","cookie_pos","negation","negative","target","distractor","R","cookie_pos","N","11/12/2015","15:24",1895,4.24,4,"M",100
"3355","111215_4",2,3,41,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","R","cup_pos","N","11/12/2015","15:24",1661,4.24,4,"M",100
"3356","111215_4",2,3,25,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y","11/12/2015","15:24",1415,4.24,4,"M",100
"3357","111215_4",2,3,38,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","L","banana_pos","N","11/12/2015","15:24",2460,4.24,4,"M",100
"3358","111215_4",2,3,31,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","11/12/2015","15:24",3129,4.24,4,"M",100
"3359","111215_4",2,3,29,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","L","cup_pos","N","11/12/2015","15:24",1039,4.24,4,"M",100
"3360","111215_4",2,3,59,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","L","cat_pos","N","11/12/2015","15:24",1942,4.24,4,"M",100
"3361","111215_4",2,3,39,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","L","dog_pos","N","11/12/2015","15:24",2882,4.24,4,"M",100
"3362","111215_4",2,3,37,"car_pos","car_pos","car_neg","negation","positive","target","distractor","L","car_pos","Y","11/12/2015","15:24",1676,4.24,4,"M",100
"3363","111215_4",2,3,60,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","R","dog_neg","N","11/12/2015","15:24",1072,4.24,4,"M",100
"3364","111215_4",2,3,54,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","R","bicycle_pos","N","11/12/2015","15:24",2306,4.24,4,"M",100
"3365","111215_4",2,3,27,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","L","bicycle_pos","N","11/12/2015","15:24",909.000000000001,4.24,4,"M",100
"3366","111215_4",2,3,26,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","R","flower_pos","N","11/12/2015","15:24",1697,4.24,4,"M",100
"3367","111215_5",1,5,28,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","11/12/2015","15:34",535,6.04,6,"F",100
"3368","111215_5",1,5,37,"cookie_control","cookie_foil","cookie_control","implicature","unambiguous","distractor","target","R","cookie_control","Y","11/12/2015","15:34",2129,6.04,6,"F",100
